freq ReP ImP
2.966479e+08 1.087336e-06 -5.560571e-06
2.794857e+08 1.247923e-06 -6.082303e-06
2.633658e+08 1.433713e-06 -6.642101e-06
2.481390e+08 1.645587e-06 -7.231130e-06
2.338087e+08 1.881831e-06 -7.861577e-06
2.203128e+08 2.147806e-06 -8.534660e-06
2.075981e+08 2.440486e-06 -9.240254e-06
1.956182e+08 2.764481e-06 -1.000571e-05
1.843318e+08 3.118647e-06 -1.080784e-05
1.736714e+08 3.499875e-06 -1.165319e-05
1.636661e+08 3.913436e-06 -1.256445e-05
1.542020e+08 4.361693e-06 -1.351458e-05
1.453066e+08 4.848380e-06 -1.452578e-05
1.369113e+08 5.368866e-06 -1.559469e-05
1.290156e+08 5.933439e-06 -1.674631e-05
1.215658e+08 6.526938e-06 -1.795370e-05
1.145607e+08 7.161963e-06 -1.925629e-05
1.079447e+08 7.830960e-06 -2.063246e-05
1.017191e+08 8.547466e-06 -2.212163e-05
9.587728e+07 9.303251e-06 -2.373906e-05
9.033424e+07 1.010178e-05 -2.546766e-05
8.510638e+07 1.091991e-05 -2.721825e-05
8.019246e+07 1.179948e-05 -2.923527e-05
7.558579e+07 1.268066e-05 -3.129495e-05
7.122507e+07 1.363072e-05 -3.367555e-05
6.711409e+07 1.459696e-05 -3.615645e-05
6.321113e+07 1.561102e-05 -3.890304e-05
5.959476e+07 1.666444e-05 -4.198484e-05
5.614823e+07 1.772313e-05 -4.517788e-05
5.291005e+07 1.884296e-05 -4.881865e-05
4.985045e+07 2.000987e-05 -5.285345e-05
4.697041e+07 2.120017e-05 -5.719984e-05
4.426737e+07 2.246016e-05 -6.211694e-05
4.171882e+07 2.375333e-05 -6.745438e-05
3.930818e+07 2.512830e-05 -7.340482e-05
3.703704e+07 2.656064e-05 -8.001441e-05
3.490401e+07 2.807121e-05 -8.733003e-05
3.288392e+07 2.965892e-05 -9.539225e-05
3.098853e+07 3.137154e-05 -1.044262e-04
2.920561e+07 3.317569e-05 -1.143251e-04
2.751789e+07 3.511383e-05 -1.253726e-04
2.593361e+07 3.717998e-05 -1.375969e-04
2.443196e+07 3.939336e-05 -1.510482e-04
2.302556e+07 4.180302e-05 -1.661142e-04
2.169668e+07 4.440787e-05 -1.827744e-04
2.044572e+07 4.722886e-05 -2.011436e-04
1.926782e+07 5.029944e-05 -2.216129e-04
1.815541e+07 5.362222e-05 -2.441737e-04
1.710864e+07 5.728918e-05 -2.692688e-04
1.612123e+07 6.128668e-05 -2.970262e-04
1.519064e+07 6.570554e-05 -3.277077e-04
1.431434e+07 7.059243e-05 -3.616815e-04
1.348800e+07 7.599220e-05 -3.992450e-04
1.271133e+07 8.201437e-05 -4.407926e-04
1.197748e+07 8.874143e-05 -4.866815e-04
1.128668e+07 9.628439e-05 -5.373444e-04
1.063603e+07 1.047507e-04 -5.932494e-04
1.002205e+07 1.142743e-04 -6.548474e-04
9.442871e+06 1.250690e-04 -7.226666e-04
8.896797e+06 1.373668e-04 -7.977001e-04
8.389262e+06 1.511557e-04 -8.789583e-04
7.905138e+06 1.670150e-04 -9.691583e-04
7.446016e+06 1.850759e-04 -1.068064e-03
7.017544e+06 2.055625e-04 -1.175366e-03
6.613757e+06 2.291201e-04 -1.293237e-03
6.230530e+06 2.560688e-04 -1.421547e-03
5.871991e+06 2.869686e-04 -1.561468e-03
5.534034e+06 3.222516e-04 -1.712861e-03
5.213764e+06 3.628127e-04 -1.877425e-03
4.914005e+06 4.090814e-04 -2.054714e-03
4.629630e+06 4.623394e-04 -2.247211e-03
4.363002e+06 5.228794e-04 -2.452796e-03
4.110152e+06 5.924091e-04 -2.674779e-03
3.874467e+06 6.709044e-04 -2.909884e-03
3.650968e+06 7.605920e-04 -3.161505e-03
3.439972e+06 8.625280e-04 -3.428886e-03
3.241491e+06 9.778553e-04 -3.711582e-03
3.054368e+06 1.108116e-03 -4.009264e-03
2.878526e+06 1.254338e-03 -4.320635e-03
2.712232e+06 1.419033e-03 -4.646912e-03
2.555584e+06 1.603244e-03 -4.985632e-03
2.408478e+06 1.807943e-03 -5.334661e-03
2.269632e+06 2.035588e-03 -5.693676e-03
2.138580e+06 2.287823e-03 -6.060820e-03
2.015316e+06 2.565217e-03 -6.432764e-03
1.898975e+06 2.869904e-03 -6.807939e-03
1.789549e+06 3.201929e-03 -7.182259e-03
1.686341e+06 3.562976e-03 -7.553516e-03
1.589067e+06 3.953382e-03 -7.918151e-03
1.497454e+06 4.372984e-03 -8.272282e-03
1.411034e+06 4.822317e-03 -8.612868e-03
1.329610e+06 5.300243e-03 -8.935732e-03
1.252976e+06 5.805080e-03 -9.236950e-03
1.180638e+06 6.336717e-03 -9.513759e-03
1.112595e+06 6.891253e-03 -9.761916e-03
1.048438e+06 7.467383e-03 -9.979018e-03
9.881423e+05 8.060212e-03 -1.016185e-02
9.310987e+05 8.670296e-03 -1.030930e-02
8.771930e+05 9.293533e-03 -1.041929e-02
8.264463e+05 9.923608e-03 -1.049009e-02
7.788162e+05 1.055437e-02 -1.052136e-02
7.342144e+05 1.118000e-02 -1.051369e-02
6.915629e+05 1.180962e-02 -1.046717e-02
6.518905e+05 1.242198e-02 -1.038433e-02
6.142506e+05 1.302538e-02 -1.026567e-02
5.787037e+05 1.361358e-02 -1.011357e-02
5.455537e+05 1.417616e-02 -9.933029e-03
5.138746e+05 1.472424e-02 -9.722445e-03
4.842615e+05 1.524353e-02 -9.489353e-03
4.564126e+05 1.573566e-02 -9.236086e-03
4.301075e+05 1.620162e-02 -8.964870e-03
4.051864e+05 1.664183e-02 -8.677973e-03
3.818251e+05 1.705130e-02 -8.381645e-03
3.598417e+05 1.743195e-02 -8.077954e-03
3.390980e+05 1.778531e-02 -7.768894e-03
3.194888e+05 1.811265e-02 -7.456416e-03
3.011141e+05 1.841220e-02 -7.145579e-03
2.837684e+05 1.868745e-02 -6.836134e-03
2.673797e+05 1.893980e-02 -6.529537e-03
2.519526e+05 1.916961e-02 -6.228429e-03
2.374169e+05 1.937851e-02 -5.933795e-03
2.237136e+05 1.956799e-02 -5.646535e-03
2.108370e+05 1.973892e-02 -5.368422e-03
1.986492e+05 1.989388e-02 -5.098113e-03
1.871958e+05 2.003311e-02 -4.838047e-03
1.763980e+05 2.015842e-02 -4.587706e-03
1.662234e+05 2.027099e-02 -4.347416e-03
1.566416e+05 2.037196e-02 -4.117380e-03
1.476015e+05 2.046260e-02 -3.897152e-03
1.391014e+05 2.054360e-02 -3.687367e-03
1.310788e+05 2.061620e-02 -3.487059e-03
1.235178e+05 2.068110e-02 -3.296320e-03
1.163873e+05 2.073911e-02 -3.114787e-03
1.096732e+05 2.079084e-02 -2.942460e-03
1.033485e+05 2.083697e-02 -2.778957e-03
9.737098e+04 2.087823e-02 -2.623439e-03
9.174312e+04 2.091496e-02 -2.476182e-03
8.650519e+04 2.094730e-02 -2.338438e-03
8.149959e+04 2.097651e-02 -2.206212e-03
7.680492e+04 2.100239e-02 -2.081703e-03
7.235890e+04 2.102554e-02 -1.963370e-03
6.816633e+04 2.104614e-02 -1.851430e-03
6.426735e+04 2.106423e-02 -1.747040e-03
6.053269e+04 2.108059e-02 -1.646801e-03
5.704507e+04 2.109500e-02 -1.552985e-03
5.376344e+04 2.110780e-02 -1.464539e-03
5.065856e+04 2.111922e-02 -1.380710e-03
4.773270e+04 2.112937e-02 -1.301593e-03
4.498426e+04 2.113837e-02 -1.227172e-03
4.239084e+04 2.114637e-02 -1.156864e-03
3.995206e+04 2.115347e-02 -1.090676e-03
3.765060e+04 2.115979e-02 -1.028155e-03
3.547357e+04 2.116542e-02 -9.689643e-04
3.342246e+04 2.117043e-02 -9.131547e-04
3.149606e+04 2.117486e-02 -8.607033e-04
2.968240e+04 2.117879e-02 -8.112919e-04
2.797203e+04 2.118229e-02 -7.646701e-04
2.635741e+04 2.118540e-02 -7.206375e-04
2.483855e+04 2.118816e-02 -6.791992e-04
2.340276e+04 2.119061e-02 -6.400128e-04
2.205558e+04 2.119279e-02 -6.032325e-04
2.078138e+04 2.119473e-02 -5.684346e-04
1.958480e+04 2.119644e-02 -5.357480e-04
1.845359e+04 2.119797e-02 -5.048399e-04
1.738828e+04 2.119932e-02 -4.757265e-04
1.638538e+04 2.120053e-02 -4.483138e-04
1.544163e+04 2.120159e-02 -4.225135e-04
1.455180e+04 2.120254e-02 -3.981839e-04
1.371178e+04 2.120339e-02 -3.752130e-04
1.291990e+04 2.120413e-02 -3.535563e-04
1.217582e+04 2.120479e-02 -3.332059e-04
1.147315e+04 2.120537e-02 -3.139892e-04
