freq ReP ImP
1.898975e+06 2.932997e-03 -4.187906e-02
1.686341e+06 3.324183e-03 -5.268293e-02
1.497454e+06 4.004323e-03 -6.622305e-02
1.329610e+06 4.797941e-03 -8.318116e-02
1.180638e+06 5.990643e-03 -1.043997e-01
1.048438e+06 7.734351e-03 -1.307235e-01
9.310987e+05 1.021167e-02 -1.632934e-01
8.264463e+05 1.371426e-02 -2.035039e-01
7.342144e+05 1.859705e-02 -2.528969e-01
6.518905e+05 2.530766e-02 -3.130871e-01
5.787037e+05 3.427340e-02 -3.866380e-01
5.138746e+05 4.646101e-02 -4.759150e-01
4.564126e+05 6.309844e-02 -5.832775e-01
4.051864e+05 8.595127e-02 -7.122856e-01
3.598417e+05 1.170565e-01 -8.651343e-01
3.194888e+05 1.591144e-01 -1.045234e+00
2.837684e+05 2.152809e-01 -1.254239e+00
2.519526e+05 2.898448e-01 -1.495104e+00
2.237136e+05 3.874705e-01 -1.768340e+00
1.986492e+05 5.136794e-01 -2.073638e+00
1.763980e+05 6.746489e-01 -2.409036e+00
1.566416e+05 8.768102e-01 -2.770411e+00
1.391014e+05 1.126634e+00 -3.151332e+00
1.235178e+05 1.430295e+00 -3.543098e+00
1.096732e+05 1.792662e+00 -3.934107e+00
9.737098e+04 2.216656e+00 -4.310849e+00
8.650519e+04 2.698996e+00 -4.656066e+00
7.680492e+04 3.240906e+00 -4.958078e+00
6.816633e+04 3.834259e+00 -5.201529e+00
6.053269e+04 4.462722e+00 -5.373007e+00
5.376344e+04 5.113208e+00 -5.465835e+00
4.773270e+04 5.772034e+00 -5.477058e+00
4.239084e+04 6.417748e+00 -5.408480e+00
3.765060e+04 7.035392e+00 -5.267315e+00
3.342246e+04 7.615319e+00 -5.062505e+00
2.968240e+04 8.142556e+00 -4.808290e+00
2.635741e+04 8.613663e+00 -4.517322e+00
2.340276e+04 9.025908e+00 -4.203168e+00
2.078138e+04 9.379608e+00 -3.878669e+00
1.845359e+04 9.678661e+00 -3.553939e+00
1.638538e+04 9.928345e+00 -3.236897e+00
1.455180e+04 1.013410e+01 -2.934103e+00
1.291990e+04 1.030278e+01 -2.648283e+00
1.147315e+04 1.043953e+01 -2.382830e+00
1.018745e+04 1.054999e+01 -2.138099e+00
9.049774e+03 1.063843e+01 -1.915178e+00
8.032129e+03 1.070972e+01 -1.711152e+00
7.132668e+03 1.076633e+01 -1.527522e+00
6.333122e+03 1.081142e+01 -1.361943e+00
5.624297e+03 1.084718e+01 -1.213489e+00
4.995005e+03 1.087554e+01 -1.080516e+00
4.434590e+03 1.089807e+01 -9.612633e-01
3.938558e+03 1.091584e+01 -8.551254e-01
3.496503e+03 1.092995e+01 -7.601232e-01
3.104626e+03 1.094107e+01 -6.756139e-01
2.757100e+03 1.094985e+01 -6.004653e-01
2.448580e+03 1.095678e+01 -5.336087e-01
2.173913e+03 1.096226e+01 -4.739874e-01
1.930502e+03 1.096658e+01 -4.210803e-01
1.714090e+03 1.097000e+01 -3.739922e-01
1.522302e+03 1.097268e+01 -3.322274e-01
1.351717e+03 1.097481e+01 -2.950556e-01
1.200192e+03 1.097648e+01 -2.620202e-01
1.065757e+03 1.097780e+01 -2.326989e-01
9.460738e+02 1.097884e+01 -2.065866e-01
8.403361e+02 1.097966e+01 -1.835111e-01
7.462687e+02 1.098031e+01 -1.629784e-01
6.626905e+02 1.098082e+01 -1.447323e-01
5.882353e+02 1.098122e+01 -1.284759e-01
5.224660e+02 1.098154e+01 -1.141146e-01
4.640371e+02 1.098179e+01 -1.013551e-01
4.120313e+02 1.098199e+01 -8.999760e-02
3.657644e+02 1.098215e+01 -7.989292e-02
3.247808e+02 1.098227e+01 -7.094177e-02
2.884338e+02 1.098236e+01 -6.300305e-02
2.561475e+02 1.098244e+01 -5.595110e-02
2.274278e+02 1.098250e+01 -4.967804e-02
2.019386e+02 1.098255e+01 -4.411051e-02
1.793400e+02 1.098259e+01 -3.917430e-02
1.592357e+02 1.098262e+01 -3.478289e-02
1.414027e+02 1.098264e+01 -3.088759e-02
1.255650e+02 1.098266e+01 -2.742810e-02
1.114951e+02 1.098267e+01 -2.435474e-02
9.900990e+01 1.098268e+01 -2.162751e-02
8.787346e+01 1.098269e+01 -1.919492e-02
7.806401e+01 1.098270e+01 -1.705217e-02
6.930007e+01 1.098270e+01 -1.513777e-02
6.153846e+01 1.098271e+01 -1.344237e-02
5.464481e+01 1.098271e+01 -1.193654e-02
4.854369e+01 1.098272e+01 -1.060380e-02
4.310345e+01 1.098272e+01 -9.415451e-03
3.827019e+01 1.098272e+01 -8.359694e-03
3.397893e+01 1.098272e+01 -7.422315e-03
3.017502e+01 1.098272e+01 -6.591384e-03
2.679528e+01 1.098272e+01 -5.853119e-03
2.379253e+01 1.098272e+01 -5.197210e-03
2.112825e+01 1.098272e+01 -4.615229e-03
1.875821e+01 1.098272e+01 -4.097517e-03
1.665834e+01 1.098272e+01 -3.638825e-03
1.479290e+01 1.098272e+01 -3.231344e-03
1.313543e+01 1.098272e+01 -2.869286e-03
1.166317e+01 1.098272e+01 -2.547686e-03
1.035626e+01 1.098273e+01 -2.262205e-03
9.199632e+00 1.098273e+01 -2.009556e-03
8.163265e+00 1.098273e+01 -1.783173e-03
7.251632e+00 1.098273e+01 -1.584038e-03
6.439150e+00 1.098273e+01 -1.406559e-03
5.717553e+00 1.098273e+01 -1.248936e-03
5.076142e+00 1.098273e+01 -1.108828e-03
4.508566e+00 1.098273e+01 -9.848470e-04
4.003203e+00 1.098273e+01 -8.744551e-04
3.554924e+00 1.098273e+01 -7.765343e-04
3.156566e+00 1.098273e+01 -6.895170e-04
2.802691e+00 1.098273e+01 -6.122172e-04
2.488800e+00 1.098273e+01 -5.436507e-04
2.209945e+00 1.098273e+01 -4.827383e-04
1.962323e+00 1.098273e+01 -4.286458e-04
1.742768e+00 1.098273e+01 -3.806892e-04
1.547509e+00 1.098273e+01 -3.380354e-04
1.374004e+00 1.098273e+01 -3.001348e-04
1.220107e+00 1.098273e+01 -2.665175e-04
1.083424e+00 1.098273e+01 -2.366603e-04
9.624639e-01 1.098273e+01 -2.102375e-04
8.539710e-01 1.098273e+01 -1.865413e-04
7.587253e-01 1.098273e+01 -1.657350e-04
6.734007e-01 1.098273e+01 -1.470943e-04
5.980861e-01 1.098273e+01 -1.306434e-04
5.310674e-01 1.098273e+01 -1.160048e-04
4.716981e-01 1.098273e+01 -1.030378e-04
4.187605e-01 1.098273e+01 -9.147293e-05
3.718855e-01 1.098273e+01 -8.123319e-05
3.302510e-01 1.098273e+01 -7.213753e-05
2.932551e-01 1.098273e+01 -6.405760e-05
2.603489e-01 1.098273e+01 -5.686993e-05
2.312139e-01 1.098273e+01 -5.050866e-05
2.052967e-01 1.098273e+01 -4.484569e-05
1.823154e-01 1.098273e+01 -3.982727e-05
1.618909e-01 1.098273e+01 -3.536384e-05
1.437401e-01 1.098273e+01 -3.140007e-05
1.276324e-01 1.098273e+01 -2.788230e-05
1.133401e-01 1.098273e+01 -2.476132e-05
1.006441e-01 1.098273e+01 -2.198572e-05
8.936550e-02 1.098273e+01 -1.952231e-05
7.936508e-02 1.098273e+01 -1.733624e-05
7.047216e-02 1.098273e+01 -1.539411e-05
6.257822e-02 1.098273e+01 -1.367083e-05
5.555556e-02 1.098273e+01 -1.213526e-05
4.933399e-02 1.098273e+01 -1.077388e-05
4.380201e-02 1.098273e+01 -9.566280e-06
3.889537e-02 1.098273e+01 -8.494723e-06
3.454231e-02 1.098273e+01 -7.546633e-06
3.067485e-02 1.098273e+01 -6.700907e-06
2.724053e-02 1.098273e+01 -5.952294e-06
2.418380e-02 1.098273e+01 -5.283706e-06
2.147766e-02 1.098273e+01 -4.693363e-06
1.906941e-02 1.098273e+01 -4.168644e-06
1.693480e-02 1.098273e+01 -3.700577e-06
1.503759e-02 1.098273e+01 -3.283766e-06
1.335292e-02 1.098273e+01 -2.917005e-06
1.185677e-02 1.098273e+01 -2.589354e-06
1.052853e-02 1.098273e+01 -2.301272e-06
9.920635e-03 1.098273e+01 -2.168280e-06
