 t Vext Jext errJ Jint  G_frac QLFSL1 QLFSL2 QLFSL3 JphotoL1 JphotoL2 JphotoL3 JdirL1 JdirL2 JdirL3 JbulkElecL1 JbulkElecL2 JbulkElecL3 JbulkHolesL1 JbulkHolesL2 JbulkHolesL3 JintElecL1L2 JintElecL2L3 JintHolesL1L2 JintHolesL2L3 JminLeft JminRight JShunt Jnion Jpion JD
 9.48599999999999999978E-0006  0.00000000000000000000E+0000 -6.35919167317205744258E-0008  3.41672588743042136970E-0008 -6.35919167317205744258E-0008  1.04999999999999999996E+0000  1.39365436931993636035E+0000  1.46608312426511734811E+0000  1.31069641214073704402E+0000  0.00000000000000000000E+0000  2.34433159148802059510E+0002  0.00000000000000000000E+0000  4.57137235332440472333E-0040  4.59602005151626050656E-0003  1.26275374255398944033E-0034  0.00000000000000000000E+0000  2.32022245356557855936E+0002  0.00000000000000000000E+0000  0.00000000000000000000E+0000  2.32022245374515709418E+0002  0.00000000000000000000E+0000  0.00000000000000000000E+0000  0.00000000000000000000E+0000  0.00000000000000000000E+0000  0.00000000000000000000E+0000  1.00949705357320293801E-0010 -2.17519581916075534981E+0000  0.00000000000000000000E+0000  0.00000000000000000000E+0000  0.00000000000000000000E+0000  2.20587650058173044649E-0009
 9.67599999999999999962E-0006  0.00000000000000000000E+0000 -8.58104125040605524597E-0008  2.92078642252660999086E-0008 -8.58104125040605524597E-0008  1.04999999999999999996E+0000  1.39365436935459179708E+0000  1.46608312427299357025E+0000  1.31069641231800354606E+0000  0.00000000000000000000E+0000  2.34433159148802059510E+0002  0.00000000000000000000E+0000  4.57137235474046991547E-0040  4.59602004802652801761E-0003  1.26275375092056104948E-0034  0.00000000000000000000E+0000  2.32022245364592616779E+0002  0.00000000000000000000E+0000  0.00000000000000000000E+0000  2.32022245316352457148E+0002  0.00000000000000000000E+0000  0.00000000000000000000E+0000  0.00000000000000000000E+0000  0.00000000000000000000E+0000  0.00000000000000000000E+0000  1.22044937708518926385E-0010 -2.17519585479214354025E+0000  0.00000000000000000000E+0000  0.00000000000000000000E+0000  0.00000000000000000000E+0000  3.34959934336227668805E-0009
 9.86999999999999999971E-0006  0.00000000000000000000E+0000 -7.92692640741392172868E-0008  2.83083548152275436362E-0008 -7.92692640741392172868E-0008  1.04999999999999999996E+0000  1.39365436940272412560E+0000  1.46608312428221722909E+0000  1.31069641246256354231E+0000  0.00000000000000000000E+0000  2.34433159148802059510E+0002  0.00000000000000000000E+0000  4.57137235873115183381E-0040  4.59602004643123790505E-0003  1.26275375712985070945E-0034  0.00000000000000000000E+0000  2.32022245373886425779E+0002  0.00000000000000000000E+0000  0.00000000000000000000E+0000  2.32022245292890668858E+0002  0.00000000000000000000E+0000  0.00000000000000000000E+0000  0.00000000000000000000E+0000  0.00000000000000000000E+0000  0.00000000000000000000E+0000  1.19931142520105007864E-0010 -2.17519585717668628103E+0000  0.00000000000000000000E+0000  0.00000000000000000000E+0000  0.00000000000000000000E+0000 -2.06679167978913723463E-0009
 1.00699999999999999998E-0005  0.00000000000000000000E+0000 -5.28005510681717187284E-0008  3.06086625008263152633E-0008 -5.28005510681717187284E-0008  1.04999999999999999996E+0000  1.39365436945954413741E+0000  1.46608312429219896089E+0000  1.31069641256266555048E+0000  0.00000000000000000000E+0000  2.34433159148802059510E+0002  0.00000000000000000000E+0000  4.57137236484048950295E-0040  4.59602004686000062462E-0003  1.26275376071527547612E-0034  0.00000000000000000000E+0000  2.32022245385527443512E+0002  0.00000000000000000000E+0000  0.00000000000000000000E+0000  2.32022245298533509414E+0002  0.00000000000000000000E+0000  0.00000000000000000000E+0000  0.00000000000000000000E+0000  0.00000000000000000000E+0000  0.00000000000000000000E+0000  1.00434426101553989827E-0010 -2.17519583421626852213E+0000  0.00000000000000000000E+0000  0.00000000000000000000E+0000  0.00000000000000000000E+0000 -1.13272016999424448174E-0008
 1.02699999999999999998E-0005  0.00000000000000000000E+0000 -1.34967111610245077731E-0008  3.33359401496091588908E-0008 -1.34967111610245077731E-0008  1.04999999999999999996E+0000  1.39365436951728849900E+0000  1.46608312430190302082E+0000  1.31069641260913848373E+0000  0.00000000000000000000E+0000  2.34433159148802059510E+0002  0.00000000000000000000E+0000  4.57137237214116835711E-0040  4.59602004913704511090E-0003  1.26275376138630611775E-0034  0.00000000000000000000E+0000  2.32022245396761761668E+0002  0.00000000000000000000E+0000  0.00000000000000000000E+0000  2.32022245329707140882E+0002  0.00000000000000000000E+0000  0.00000000000000000000E+0000  0.00000000000000000000E+0000  0.00000000000000000000E+0000  0.00000000000000000000E+0000  6.74007301207898628471E-0011 -2.17519579125027560451E+0000  0.00000000000000000000E+0000  0.00000000000000000000E+0000  0.00000000000000000000E+0000 -2.17203350143107192938E-0008
 1.04699999999999999999E-0005  0.00000000000000000000E+0000  2.60839403032957371369E-0008  3.32864627910984203091E-0008  2.60839403032957371369E-0008  1.04999999999999999996E+0000  1.39365436956988514555E+0000  1.46608312431053569699E+0000  1.31069641260419582666E+0000  0.00000000000000000000E+0000  2.34433159148802059510E+0002  0.00000000000000000000E+0000  4.57137237964865502836E-0040  4.59602005277483189011E-0003  1.26275375947844654656E-0034  0.00000000000000000000E+0000  2.32022245409228147869E+0002  0.00000000000000000000E+0000  0.00000000000000000000E+0000  2.32022245372282636275E+0002  0.00000000000000000000E+0000  0.00000000000000000000E+0000  0.00000000000000000000E+0000  0.00000000000000000000E+0000  0.00000000000000000000E+0000  3.12434847261918081846E-0011 -2.17519574270521506452E+0000  0.00000000000000000000E+0000  0.00000000000000000000E+0000  0.00000000000000000000E+0000 -3.06168926249956855738E-0008
 1.06800000000000000001E-0005  0.00000000000000000000E+0000  6.35680924420906344140E-0008  3.16723384553910436731E-0008  6.35680924420906344140E-0008  1.04999999999999999996E+0000  1.39365436961455264962E+0000  1.46608312431794876802E+0000  1.31069641255606077906E+0000  0.00000000000000000000E+0000  2.34433159148802059510E+0002  0.00000000000000000000E+0000  4.57137238675872955064E-0040  4.59602005729891091945E-0003  1.26275375549941288945E-0034  0.00000000000000000000E+0000  2.32022245420105167779E+0002  0.00000000000000000000E+0000  0.00000000000000000000E+0000  2.32022245424517540163E+0002  0.00000000000000000000E+0000  0.00000000000000000000E+0000  0.00000000000000000000E+0000  0.00000000000000000000E+0000  0.00000000000000000000E+0000 -7.03377825808779987829E-0012 -2.17519569036874820130E+0000  0.00000000000000000000E+0000  0.00000000000000000000E+0000  0.00000000000000000000E+0000 -3.63836928829002491511E-0008
 1.08999999999999999998E-0005  0.00000000000000000000E+0000  9.07687270596182183194E-0008  2.74088633917780595322E-0008  9.07687270596182183194E-0008  1.04999999999999999996E+0000  1.39365436964666091380E+0000  1.46608312432382431698E+0000  1.31069641247608110253E+0000  0.00000000000000000000E+0000  2.34433159148802059510E+0002  0.00000000000000000000E+0000  4.57137239257493917477E-0040  4.59602006205062120018E-0003  1.26275375019581932819E-0034  0.00000000000000000000E+0000  2.32022245428420491251E+0002  0.00000000000000000000E+0000  0.00000000000000000000E+0000  2.32022245475166850104E+0002  0.00000000000000000000E+0000  0.00000000000000000000E+0000  0.00000000000000000000E+0000  0.00000000000000000000E+0000  0.00000000000000000000E+0000 -4.01992572719460087947E-0011 -2.17519564453479851188E+0000  0.00000000000000000000E+0000  0.00000000000000000000E+0000  0.00000000000000000000E+0000 -3.78555983377224833810E-0008
 1.11100000000000000000E-0005  0.00000000000000000000E+0000  1.00077464646470512658E-0007  2.07883994975073595892E-0008  1.00077464646470512658E-0007  1.04999999999999999996E+0000  1.39365436966090992636E+0000  1.46608312432802650636E+0000  1.31069641238554370898E+0000  0.00000000000000000000E+0000  2.34433159148802059510E+0002  0.00000000000000000000E+0000  4.57137239592251190113E-0040  4.59602006600929449921E-0003  1.26275374488529411191E-0034  0.00000000000000000000E+0000  2.32022245434103757913E+0002  0.00000000000000000000E+0000  0.00000000000000000000E+0000  2.32022245510198161692E+0002  0.00000000000000000000E+0000  0.00000000000000000000E+0000  0.00000000000000000000E+0000  0.00000000000000000000E+0000  0.00000000000000000000E+0000 -5.97813617675228527980E-0011 -2.17519561718551275717E+0000  0.00000000000000000000E+0000  0.00000000000000000000E+0000  0.00000000000000000000E+0000 -3.47072635624391467603E-0008
 1.13399999999999999999E-0005  0.00000000000000000000E+0000  9.38283273181129210319E-0008  1.48783398422317829133E-0008  9.38283273181129210319E-0008  1.04999999999999999996E+0000  1.39365436965966923261E+0000  1.46608312433058599999E+0000  1.31069641228620100098E+0000  0.00000000000000000000E+0000  2.34433159148802059510E+0002  0.00000000000000000000E+0000  4.57137239721529963656E-0040  4.59602006942067583407E-0003  1.26275373975583862842E-0034  0.00000000000000000000E+0000  2.32022245441532128582E+0002  0.00000000000000000000E+0000  0.00000000000000000000E+0000  2.32022245528541627341E+0002  0.00000000000000000000E+0000  0.00000000000000000000E+0000  0.00000000000000000000E+0000  0.00000000000000000000E+0000  0.00000000000000000000E+0000 -6.63842423922892696789E-0011 -2.17519560757966297099E+0000  0.00000000000000000000E+0000  0.00000000000000000000E+0000  0.00000000000000000000E+0000 -2.83015502546878956698E-0008
