t Vext G_frac
2.359e-05 0.0 1.050e+00
2.406e-05 0.0 1.050e+00
2.454e-05 0.0 1.050e+00
2.503e-05 0.0 1.050e+00
2.553e-05 0.0 1.050e+00
2.604e-05 0.0 1.050e+00
2.656e-05 0.0 1.050e+00
2.710e-05 0.0 1.050e+00
2.764e-05 0.0 1.050e+00
2.819e-05 0.0 1.050e+00
2.875e-05 0.0 1.050e+00
2.933e-05 0.0 1.050e+00
2.992e-05 0.0 1.050e+00
3.051e-05 0.0 1.050e+00
3.112e-05 0.0 1.050e+00
3.175e-05 0.0 1.050e+00
3.238e-05 0.0 1.050e+00
3.303e-05 0.0 1.050e+00
3.369e-05 0.0 1.050e+00
3.436e-05 0.0 1.050e+00
3.505e-05 0.0 1.050e+00
3.575e-05 0.0 1.050e+00
3.647e-05 0.0 1.050e+00
3.720e-05 0.0 1.050e+00
3.794e-05 0.0 1.050e+00
3.870e-05 0.0 1.050e+00
3.947e-05 0.0 1.050e+00
4.026e-05 0.0 1.050e+00
4.107e-05 0.0 1.050e+00
4.189e-05 0.0 1.050e+00
4.273e-05 0.0 1.050e+00
4.358e-05 0.0 1.050e+00
4.445e-05 0.0 1.050e+00
4.534e-05 0.0 1.050e+00
4.625e-05 0.0 1.050e+00
4.717e-05 0.0 1.050e+00
4.812e-05 0.0 1.050e+00
4.908e-05 0.0 1.050e+00
5.006e-05 0.0 1.050e+00
5.106e-05 0.0 1.050e+00
5.208e-05 0.0 1.050e+00
5.313e-05 0.0 1.050e+00
5.419e-05 0.0 1.050e+00
5.527e-05 0.0 1.050e+00
5.638e-05 0.0 1.050e+00
5.751e-05 0.0 1.050e+00
5.866e-05 0.0 1.050e+00
5.983e-05 0.0 1.050e+00
6.103e-05 0.0 1.050e+00
6.225e-05 0.0 1.050e+00
6.349e-05 0.0 1.050e+00
6.476e-05 0.0 1.050e+00
6.606e-05 0.0 1.050e+00
6.738e-05 0.0 1.050e+00
6.872e-05 0.0 1.050e+00
7.010e-05 0.0 1.050e+00
7.150e-05 0.0 1.050e+00
7.293e-05 0.0 1.050e+00
7.439e-05 0.0 1.050e+00
7.588e-05 0.0 1.050e+00
7.740e-05 0.0 1.050e+00
7.894e-05 0.0 1.050e+00
8.052e-05 0.0 1.050e+00
8.213e-05 0.0 1.050e+00
8.377e-05 0.0 1.050e+00
8.545e-05 0.0 1.050e+00
8.716e-05 0.0 1.050e+00
8.890e-05 0.0 1.050e+00
9.068e-05 0.0 1.050e+00
9.249e-05 0.0 1.050e+00
9.434e-05 0.0 1.050e+00
9.623e-05 0.0 1.050e+00
9.816e-05 0.0 1.050e+00
1.001e-04 0.0 1.050e+00
1.021e-04 0.0 1.050e+00
1.042e-04 0.0 1.050e+00
1.062e-04 0.0 1.050e+00
1.084e-04 0.0 1.050e+00
1.105e-04 0.0 1.050e+00
1.128e-04 0.0 1.050e+00
1.150e-04 0.0 1.050e+00
1.173e-04 0.0 1.050e+00
1.197e-04 0.0 1.050e+00
1.220e-04 0.0 1.050e+00
1.245e-04 0.0 1.050e+00
1.270e-04 0.0 1.050e+00
1.295e-04 0.0 1.050e+00
1.321e-04 0.0 1.050e+00
1.347e-04 0.0 1.050e+00
1.374e-04 0.0 1.050e+00
1.402e-04 0.0 1.050e+00
1.430e-04 0.0 1.050e+00
1.459e-04 0.0 1.050e+00
1.488e-04 0.0 1.050e+00
1.517e-04 0.0 1.050e+00
1.548e-04 0.0 1.050e+00
1.579e-04 0.0 1.050e+00
1.610e-04 0.0 1.050e+00
1.643e-04 0.0 1.050e+00
1.675e-04 0.0 1.050e+00
1.709e-04 0.0 1.050e+00
1.743e-04 0.0 1.050e+00
1.778e-04 0.0 1.050e+00
1.814e-04 0.0 1.050e+00
1.850e-04 0.0 1.050e+00
1.887e-04 0.0 1.050e+00
1.925e-04 0.0 1.050e+00
1.963e-04 0.0 1.050e+00
2.002e-04 0.0 1.050e+00
2.042e-04 0.0 1.050e+00
2.083e-04 0.0 1.050e+00
2.125e-04 0.0 1.050e+00
2.167e-04 0.0 1.050e+00
2.211e-04 0.0 1.050e+00
2.255e-04 0.0 1.050e+00
2.300e-04 0.0 1.050e+00
2.346e-04 0.0 1.050e+00
2.393e-04 0.0 1.050e+00
2.441e-04 0.0 1.050e+00
2.490e-04 0.0 1.050e+00
2.539e-04 0.0 1.050e+00
2.590e-04 0.0 1.050e+00
2.642e-04 0.0 1.050e+00
2.695e-04 0.0 1.050e+00
2.749e-04 0.0 1.050e+00
2.804e-04 0.0 1.050e+00
2.860e-04 0.0 1.050e+00
2.917e-04 0.0 1.050e+00
2.975e-04 0.0 1.050e+00
3.035e-04 0.0 1.050e+00
3.095e-04 0.0 1.050e+00
3.157e-04 0.0 1.050e+00
3.221e-04 0.0 1.050e+00
3.285e-04 0.0 1.050e+00
3.351e-04 0.0 1.050e+00
3.418e-04 0.0 1.050e+00
3.486e-04 0.0 1.050e+00
3.556e-04 0.0 1.050e+00
3.627e-04 0.0 1.050e+00
3.699e-04 0.0 1.050e+00
3.773e-04 0.0 1.050e+00
3.849e-04 0.0 1.050e+00
3.926e-04 0.0 1.050e+00
4.004e-04 0.0 1.050e+00
4.084e-04 0.0 1.050e+00
4.166e-04 0.0 1.050e+00
4.249e-04 0.0 1.050e+00
4.334e-04 0.0 1.050e+00
4.421e-04 0.0 1.050e+00
4.510e-04 0.0 1.050e+00
4.600e-04 0.0 1.050e+00
4.692e-04 0.0 1.050e+00
4.786e-04 0.0 1.050e+00
4.881e-04 0.0 1.050e+00
4.979e-04 0.0 1.050e+00
5.078e-04 0.0 1.050e+00
5.180e-04 0.0 1.050e+00
5.284e-04 0.0 1.050e+00
5.389e-04 0.0 1.050e+00
5.497e-04 0.0 1.050e+00
5.607e-04 0.0 1.050e+00
5.719e-04 0.0 1.050e+00
5.834e-04 0.0 1.050e+00
5.950e-04 0.0 1.050e+00
6.069e-04 0.0 1.050e+00
6.191e-04 0.0 1.050e+00
6.314e-04 0.0 1.050e+00
6.441e-04 0.0 1.050e+00
6.569e-04 0.0 1.050e+00
6.701e-04 0.0 1.050e+00
6.835e-04 0.0 1.050e+00
6.972e-04 0.0 1.050e+00
7.111e-04 0.0 1.050e+00
7.253e-04 0.0 1.050e+00
7.398e-04 0.0 1.050e+00
7.546e-04 0.0 1.050e+00
7.697e-04 0.0 1.050e+00
7.851e-04 0.0 1.050e+00
8.008e-04 0.0 1.050e+00
8.168e-04 0.0 1.050e+00
8.332e-04 0.0 1.050e+00
8.498e-04 0.0 1.050e+00
8.668e-04 0.0 1.050e+00
8.842e-04 0.0 1.050e+00
9.019e-04 0.0 1.050e+00
9.199e-04 0.0 1.050e+00
9.383e-04 0.0 1.050e+00
9.571e-04 0.0 1.050e+00
9.762e-04 0.0 1.050e+00
9.957e-04 0.0 1.050e+00
1.016e-03 0.0 1.050e+00
1.036e-03 0.0 1.050e+00
1.057e-03 0.0 1.050e+00
1.078e-03 0.0 1.050e+00
1.099e-03 0.0 1.050e+00
1.121e-03 0.0 1.050e+00
1.144e-03 0.0 1.050e+00
1.167e-03 0.0 1.050e+00
1.190e-03 0.0 1.050e+00
1.214e-03 0.0 1.050e+00
1.238e-03 0.0 1.050e+00
1.263e-03 0.0 1.050e+00
1.288e-03 0.0 1.050e+00
1.314e-03 0.0 1.050e+00
1.340e-03 0.0 1.050e+00
1.367e-03 0.0 1.050e+00
1.394e-03 0.0 1.050e+00
1.422e-03 0.0 1.050e+00
1.451e-03 0.0 1.050e+00
1.480e-03 0.0 1.050e+00
1.509e-03 0.0 1.050e+00
1.539e-03 0.0 1.050e+00
1.570e-03 0.0 1.050e+00
1.602e-03 0.0 1.050e+00
1.634e-03 0.0 1.050e+00
1.666e-03 0.0 1.050e+00
1.700e-03 0.0 1.050e+00
1.734e-03 0.0 1.050e+00
1.768e-03 0.0 1.050e+00
1.804e-03 0.0 1.050e+00
1.840e-03 0.0 1.050e+00
1.876e-03 0.0 1.050e+00
1.914e-03 0.0 1.050e+00
1.952e-03 0.0 1.050e+00
1.991e-03 0.0 1.050e+00
2.031e-03 0.0 1.050e+00
2.072e-03 0.0 1.050e+00
2.113e-03 0.0 1.050e+00
2.155e-03 0.0 1.050e+00
2.199e-03 0.0 1.050e+00
2.243e-03 0.0 1.050e+00
2.287e-03 0.0 1.050e+00
2.333e-03 0.0 1.050e+00
2.380e-03 0.0 1.050e+00
2.427e-03 0.0 1.050e+00
2.476e-03 0.0 1.050e+00
2.525e-03 0.0 1.050e+00
2.576e-03 0.0 1.050e+00
2.628e-03 0.0 1.050e+00
2.680e-03 0.0 1.050e+00
2.734e-03 0.0 1.050e+00
2.788e-03 0.0 1.050e+00
2.844e-03 0.0 1.050e+00
2.901e-03 0.0 1.050e+00
2.959e-03 0.0 1.050e+00
3.018e-03 0.0 1.050e+00
3.079e-03 0.0 1.050e+00
3.140e-03 0.0 1.050e+00
3.203e-03 0.0 1.050e+00
3.267e-03 0.0 1.050e+00
3.332e-03 0.0 1.050e+00
3.399e-03 0.0 1.050e+00
3.467e-03 0.0 1.050e+00
3.536e-03 0.0 1.050e+00
3.607e-03 0.0 1.050e+00
3.679e-03 0.0 1.050e+00
3.753e-03 0.0 1.050e+00
3.828e-03 0.0 1.050e+00
3.904e-03 0.0 1.050e+00
3.982e-03 0.0 1.050e+00
4.062e-03 0.0 1.050e+00
4.143e-03 0.0 1.050e+00
4.226e-03 0.0 1.050e+00
4.311e-03 0.0 1.050e+00
4.397e-03 0.0 1.050e+00
4.485e-03 0.0 1.050e+00
4.575e-03 0.0 1.050e+00
4.666e-03 0.0 1.050e+00
4.759e-03 0.0 1.050e+00
4.855e-03 0.0 1.050e+00
4.952e-03 0.0 1.050e+00
5.051e-03 0.0 1.050e+00
5.152e-03 0.0 1.050e+00
5.255e-03 0.0 1.050e+00
5.360e-03 0.0 1.050e+00
5.467e-03 0.0 1.050e+00
5.576e-03 0.0 1.050e+00
5.688e-03 0.0 1.050e+00
5.802e-03 0.0 1.050e+00
5.918e-03 0.0 1.050e+00
6.036e-03 0.0 1.050e+00
6.157e-03 0.0 1.050e+00
6.280e-03 0.0 1.050e+00
6.405e-03 0.0 1.050e+00
6.534e-03 0.0 1.050e+00
6.664e-03 0.0 1.050e+00
6.798e-03 0.0 1.050e+00
6.934e-03 0.0 1.050e+00
7.072e-03 0.0 1.050e+00
7.214e-03 0.0 1.050e+00
7.358e-03 0.0 1.050e+00
7.505e-03 0.0 1.050e+00
7.655e-03 0.0 1.050e+00
7.808e-03 0.0 1.050e+00
7.964e-03 0.0 1.050e+00
8.124e-03 0.0 1.050e+00
8.286e-03 0.0 1.050e+00
8.452e-03 0.0 1.050e+00
8.621e-03 0.0 1.050e+00
8.793e-03 0.0 1.050e+00
8.969e-03 0.0 1.050e+00
9.149e-03 0.0 1.050e+00
9.332e-03 0.0 1.050e+00
9.518e-03 0.0 1.050e+00
9.709e-03 0.0 1.050e+00
9.903e-03 0.0 1.050e+00
1.010e-02 0.0 1.050e+00
1.030e-02 0.0 1.050e+00
1.051e-02 0.0 1.050e+00
1.072e-02 0.0 1.050e+00
1.093e-02 0.0 1.050e+00
1.115e-02 0.0 1.050e+00
1.138e-02 0.0 1.050e+00
1.160e-02 0.0 1.050e+00
1.183e-02 0.0 1.050e+00
1.207e-02 0.0 1.050e+00
1.231e-02 0.0 1.050e+00
1.256e-02 0.0 1.050e+00
1.281e-02 0.0 1.050e+00
1.307e-02 0.0 1.050e+00
1.333e-02 0.0 1.050e+00
1.359e-02 0.0 1.050e+00
1.387e-02 0.0 1.050e+00
1.414e-02 0.0 1.050e+00
1.443e-02 0.0 1.050e+00
1.471e-02 0.0 1.050e+00
1.501e-02 0.0 1.050e+00
1.531e-02 0.0 1.050e+00
1.562e-02 0.0 1.050e+00
1.593e-02 0.0 1.050e+00
1.625e-02 0.0 1.050e+00
1.657e-02 0.0 1.050e+00
1.690e-02 0.0 1.050e+00
1.724e-02 0.0 1.050e+00
1.759e-02 0.0 1.050e+00
1.794e-02 0.0 1.050e+00
1.830e-02 0.0 1.050e+00
1.866e-02 0.0 1.050e+00
1.904e-02 0.0 1.050e+00
1.942e-02 0.0 1.050e+00
1.980e-02 0.0 1.050e+00
2.020e-02 0.0 1.050e+00
2.060e-02 0.0 1.050e+00
2.102e-02 0.0 1.050e+00
2.144e-02 0.0 1.050e+00
2.187e-02 0.0 1.050e+00
2.230e-02 0.0 1.050e+00
2.275e-02 0.0 1.050e+00
2.320e-02 0.0 1.050e+00
2.367e-02 0.0 1.050e+00
2.414e-02 0.0 1.050e+00
2.462e-02 0.0 1.050e+00
2.512e-02 0.0 1.050e+00
2.562e-02 0.0 1.050e+00
2.613e-02 0.0 1.050e+00
2.665e-02 0.0 1.050e+00
2.719e-02 0.0 1.050e+00
2.773e-02 0.0 1.050e+00
2.829e-02 0.0 1.050e+00
2.885e-02 0.0 1.050e+00
2.943e-02 0.0 1.050e+00
3.002e-02 0.0 1.050e+00
3.062e-02 0.0 1.050e+00
3.123e-02 0.0 1.050e+00
3.185e-02 0.0 1.050e+00
3.249e-02 0.0 1.050e+00
3.314e-02 0.0 1.050e+00
3.380e-02 0.0 1.050e+00
3.448e-02 0.0 1.050e+00
3.517e-02 0.0 1.050e+00
3.587e-02 0.0 1.050e+00
3.659e-02 0.0 1.050e+00
3.732e-02 0.0 1.050e+00
3.807e-02 0.0 1.050e+00
3.883e-02 0.0 1.050e+00
3.961e-02 0.0 1.050e+00
4.040e-02 0.0 1.050e+00
4.121e-02 0.0 1.050e+00
4.203e-02 0.0 1.050e+00
4.287e-02 0.0 1.050e+00
4.373e-02 0.0 1.050e+00
4.460e-02 0.0 1.050e+00
4.550e-02 0.0 1.050e+00
4.641e-02 0.0 1.050e+00
4.733e-02 0.0 1.050e+00
4.828e-02 0.0 1.050e+00
4.925e-02 0.0 1.050e+00
5.023e-02 0.0 1.050e+00
5.124e-02 0.0 1.050e+00
5.226e-02 0.0 1.050e+00
5.331e-02 0.0 1.050e+00
5.437e-02 0.0 1.050e+00
5.546e-02 0.0 1.050e+00
5.657e-02 0.0 1.050e+00
5.770e-02 0.0 1.050e+00
5.885e-02 0.0 1.050e+00
6.003e-02 0.0 1.050e+00
6.123e-02 0.0 1.050e+00
6.246e-02 0.0 1.050e+00
6.370e-02 0.0 1.050e+00
6.498e-02 0.0 1.050e+00
6.628e-02 0.0 1.050e+00
6.760e-02 0.0 1.050e+00
6.896e-02 0.0 1.050e+00
7.034e-02 0.0 1.050e+00
7.174e-02 0.0 1.050e+00
7.318e-02 0.0 1.050e+00
7.464e-02 0.0 1.050e+00
7.613e-02 0.0 1.050e+00
7.766e-02 0.0 1.050e+00
7.921e-02 0.0 1.050e+00
8.079e-02 0.0 1.050e+00
8.241e-02 0.0 1.050e+00
8.406e-02 0.0 1.050e+00
8.574e-02 0.0 1.050e+00
8.745e-02 0.0 1.050e+00
8.920e-02 0.0 1.050e+00
9.099e-02 0.0 1.050e+00
9.281e-02 0.0 1.050e+00
9.466e-02 0.0 1.050e+00
9.656e-02 0.0 1.050e+00
9.849e-02 0.0 1.050e+00
1.005e-01 0.0 1.050e+00
1.025e-01 0.0 1.050e+00
1.045e-01 0.0 1.050e+00
1.066e-01 0.0 1.050e+00
1.087e-01 0.0 1.050e+00
1.109e-01 0.0 1.050e+00
1.131e-01 0.0 1.050e+00
1.154e-01 0.0 1.050e+00
1.177e-01 0.0 1.050e+00
1.201e-01 0.0 1.050e+00
1.225e-01 0.0 1.050e+00
1.249e-01 0.0 1.050e+00
1.274e-01 0.0 1.050e+00
1.300e-01 0.0 1.050e+00
1.325e-01 0.0 1.050e+00
1.352e-01 0.0 1.050e+00
1.379e-01 0.0 1.050e+00
1.407e-01 0.0 1.050e+00
1.435e-01 0.0 1.050e+00
1.463e-01 0.0 1.050e+00
1.493e-01 0.0 1.050e+00
1.523e-01 0.0 1.050e+00
1.553e-01 0.0 1.050e+00
1.584e-01 0.0 1.050e+00
1.616e-01 0.0 1.050e+00
1.648e-01 0.0 1.050e+00
1.681e-01 0.0 1.050e+00
1.715e-01 0.0 1.050e+00
1.749e-01 0.0 1.050e+00
1.784e-01 0.0 1.050e+00
1.820e-01 0.0 1.050e+00
1.856e-01 0.0 1.050e+00
1.893e-01 0.0 1.050e+00
1.931e-01 0.0 1.050e+00
1.970e-01 0.0 1.050e+00
2.009e-01 0.0 1.050e+00
2.049e-01 0.0 1.050e+00
2.090e-01 0.0 1.050e+00
2.132e-01 0.0 1.050e+00
2.175e-01 0.0 1.050e+00
2.218e-01 0.0 1.050e+00
2.262e-01 0.0 1.050e+00
2.308e-01 0.0 1.050e+00
2.354e-01 0.0 1.050e+00
2.401e-01 0.0 1.050e+00
2.449e-01 0.0 1.050e+00
2.498e-01 0.0 1.050e+00
2.548e-01 0.0 1.050e+00
2.599e-01 0.0 1.050e+00
2.651e-01 0.0 1.050e+00
2.704e-01 0.0 1.050e+00
2.758e-01 0.0 1.050e+00
2.813e-01 0.0 1.050e+00
2.869e-01 0.0 1.050e+00
2.927e-01 0.0 1.050e+00
2.985e-01 0.0 1.050e+00
3.045e-01 0.0 1.050e+00
3.106e-01 0.0 1.050e+00
3.168e-01 0.0 1.050e+00
3.231e-01 0.0 1.050e+00
3.296e-01 0.0 1.050e+00
3.362e-01 0.0 1.050e+00
3.429e-01 0.0 1.050e+00
3.498e-01 0.0 1.050e+00
3.568e-01 0.0 1.050e+00
3.639e-01 0.0 1.050e+00
3.712e-01 0.0 1.050e+00
3.786e-01 0.0 1.050e+00
3.862e-01 0.0 1.050e+00
3.939e-01 0.0 1.050e+00
4.018e-01 0.0 1.050e+00
4.098e-01 0.0 1.050e+00
4.180e-01 0.0 1.050e+00
4.264e-01 0.0 1.050e+00
4.349e-01 0.0 1.050e+00
4.436e-01 0.0 1.050e+00
4.525e-01 0.0 1.050e+00
4.615e-01 0.0 1.050e+00
4.707e-01 0.0 1.050e+00
4.802e-01 0.0 1.050e+00
4.898e-01 0.0 1.050e+00
4.996e-01 0.0 1.050e+00
5.096e-01 0.0 1.050e+00
5.197e-01 0.0 1.050e+00
5.301e-01 0.0 1.050e+00
5.407e-01 0.0 1.050e+00
5.516e-01 0.0 1.050e+00
5.626e-01 0.0 1.050e+00
5.738e-01 0.0 1.050e+00
5.853e-01 0.0 1.050e+00
5.970e-01 0.0 1.050e+00
6.090e-01 0.0 1.050e+00
6.211e-01 0.0 1.050e+00
6.336e-01 0.0 1.050e+00
6.462e-01 0.0 1.050e+00
6.592e-01 0.0 1.050e+00
6.723e-01 0.0 1.050e+00
6.858e-01 0.0 1.050e+00
6.995e-01 0.0 1.050e+00
7.135e-01 0.0 1.050e+00
7.278e-01 0.0 1.050e+00
7.423e-01 0.0 1.050e+00
7.572e-01 0.0 1.050e+00
7.723e-01 0.0 1.050e+00
7.878e-01 0.0 1.050e+00
8.035e-01 0.0 1.050e+00
8.196e-01 0.0 1.050e+00
8.360e-01 0.0 1.050e+00
8.527e-01 0.0 1.050e+00
8.698e-01 0.0 1.050e+00
8.871e-01 0.0 1.050e+00
9.049e-01 0.0 1.050e+00
9.230e-01 0.0 1.050e+00
9.414e-01 0.0 1.050e+00
9.603e-01 0.0 1.050e+00
9.795e-01 0.0 1.050e+00
9.991e-01 0.0 1.050e+00
1.019e+00 0.0 1.050e+00
1.039e+00 0.0 1.050e+00
1.060e+00 0.0 1.050e+00
1.081e+00 0.0 1.050e+00
1.103e+00 0.0 1.050e+00
1.125e+00 0.0 1.050e+00
1.148e+00 0.0 1.050e+00
1.171e+00 0.0 1.050e+00
1.194e+00 0.0 1.050e+00
1.218e+00 0.0 1.050e+00
1.242e+00 0.0 1.050e+00
1.267e+00 0.0 1.050e+00
1.292e+00 0.0 1.050e+00
1.318e+00 0.0 1.050e+00
1.345e+00 0.0 1.050e+00
1.372e+00 0.0 1.050e+00
1.399e+00 0.0 1.050e+00
1.427e+00 0.0 1.050e+00
1.455e+00 0.0 1.050e+00
1.485e+00 0.0 1.050e+00
1.514e+00 0.0 1.050e+00
1.545e+00 0.0 1.050e+00
1.575e+00 0.0 1.050e+00
1.607e+00 0.0 1.050e+00
1.639e+00 0.0 1.050e+00
1.672e+00 0.0 1.050e+00
1.705e+00 0.0 1.050e+00
1.739e+00 0.0 1.050e+00
1.774e+00 0.0 1.050e+00
1.810e+00 0.0 1.050e+00
1.846e+00 0.0 1.050e+00
1.883e+00 0.0 1.050e+00
1.920e+00 0.0 1.050e+00
1.959e+00 0.0 1.050e+00
1.998e+00 0.0 1.050e+00
2.038e+00 0.0 1.050e+00
2.079e+00 0.0 1.050e+00
2.120e+00 0.0 1.050e+00
2.163e+00 0.0 1.050e+00
2.206e+00 0.0 1.050e+00
2.250e+00 0.0 1.050e+00
2.295e+00 0.0 1.050e+00
2.341e+00 0.0 1.050e+00
2.388e+00 0.0 1.050e+00
2.436e+00 0.0 1.050e+00
2.484e+00 0.0 1.050e+00
2.534e+00 0.0 1.050e+00
2.585e+00 0.0 1.050e+00
2.636e+00 0.0 1.050e+00
2.689e+00 0.0 1.050e+00
2.743e+00 0.0 1.050e+00
2.798e+00 0.0 1.050e+00
2.854e+00 0.0 1.050e+00
2.911e+00 0.0 1.050e+00
2.969e+00 0.0 1.050e+00
3.028e+00 0.0 1.050e+00
3.089e+00 0.0 1.050e+00
3.151e+00 0.0 1.050e+00
3.214e+00 0.0 1.050e+00
3.278e+00 0.0 1.050e+00
3.344e+00 0.0 1.050e+00
3.410e+00 0.0 1.050e+00
3.479e+00 0.0 1.050e+00
3.548e+00 0.0 1.050e+00
3.619e+00 0.0 1.050e+00
3.692e+00 0.0 1.050e+00
3.765e+00 0.0 1.050e+00
3.841e+00 0.0 1.050e+00
3.917e+00 0.0 1.050e+00
3.996e+00 0.0 1.050e+00
4.076e+00 0.0 1.050e+00
4.157e+00 0.0 1.050e+00
4.240e+00 0.0 1.050e+00
4.325e+00 0.0 1.050e+00
4.412e+00 0.0 1.050e+00
4.500e+00 0.0 1.050e+00
4.590e+00 0.0 1.050e+00
4.682e+00 0.0 1.050e+00
4.775e+00 0.0 1.050e+00
4.871e+00 0.0 1.050e+00
4.968e+00 0.0 1.050e+00
5.068e+00 0.0 1.050e+00
5.169e+00 0.0 1.050e+00
5.272e+00 0.0 1.050e+00
5.378e+00 0.0 1.050e+00
5.485e+00 0.0 1.050e+00
5.595e+00 0.0 1.050e+00
5.707e+00 0.0 1.050e+00
5.821e+00 0.0 1.050e+00
5.938e+00 0.0 1.050e+00
6.056e+00 0.0 1.050e+00
6.177e+00 0.0 1.050e+00
6.301e+00 0.0 1.050e+00
6.427e+00 0.0 1.050e+00
6.556e+00 0.0 1.050e+00
6.687e+00 0.0 1.050e+00
6.820e+00 0.0 1.050e+00
6.957e+00 0.0 1.050e+00
7.096e+00 0.0 1.050e+00
7.238e+00 0.0 1.050e+00
7.383e+00 0.0 1.050e+00
7.530e+00 0.0 1.050e+00
7.681e+00 0.0 1.050e+00
7.835e+00 0.0 1.050e+00
7.991e+00 0.0 1.050e+00
8.151e+00 0.0 1.050e+00
8.314e+00 0.0 1.050e+00
8.480e+00 0.0 1.050e+00
8.650e+00 0.0 1.050e+00
8.823e+00 0.0 1.050e+00
8.999e+00 0.0 1.050e+00
9.179e+00 0.0 1.050e+00
9.363e+00 0.0 1.050e+00
9.550e+00 0.0 1.050e+00
9.741e+00 0.0 1.050e+00
9.936e+00 0.0 1.050e+00
1.013e+01 0.0 1.050e+00
1.034e+01 0.0 1.050e+00
1.054e+01 0.0 1.050e+00
1.076e+01 0.0 1.050e+00
1.097e+01 0.0 1.050e+00
1.119e+01 0.0 1.050e+00
1.141e+01 0.0 1.050e+00
1.164e+01 0.0 1.050e+00
1.187e+01 0.0 1.050e+00
1.211e+01 0.0 1.050e+00
1.235e+01 0.0 1.050e+00
1.260e+01 0.0 1.050e+00
1.285e+01 0.0 1.050e+00
1.311e+01 0.0 1.050e+00
1.337e+01 0.0 1.050e+00
1.364e+01 0.0 1.050e+00
1.391e+01 0.0 1.050e+00
1.419e+01 0.0 1.050e+00
1.448e+01 0.0 1.050e+00
1.476e+01 0.0 1.050e+00
1.506e+01 0.0 1.050e+00
1.536e+01 0.0 1.050e+00
1.567e+01 0.0 1.050e+00
1.598e+01 0.0 1.050e+00
1.630e+01 0.0 1.050e+00
1.663e+01 0.0 1.050e+00
1.696e+01 0.0 1.050e+00
1.730e+01 0.0 1.050e+00
1.764e+01 0.0 1.050e+00
1.800e+01 0.0 1.050e+00
1.836e+01 0.0 1.050e+00
1.872e+01 0.0 1.050e+00
1.910e+01 0.0 1.050e+00
1.948e+01 0.0 1.050e+00
1.987e+01 0.0 1.050e+00
2.027e+01 0.0 1.050e+00
2.067e+01 0.0 1.050e+00
2.109e+01 0.0 1.050e+00
2.151e+01 0.0 1.050e+00
2.194e+01 0.0 1.050e+00
2.238e+01 0.0 1.050e+00
2.283e+01 0.0 1.050e+00
2.328e+01 0.0 1.050e+00
2.375e+01 0.0 1.050e+00
2.422e+01 0.0 1.050e+00
2.471e+01 0.0 1.050e+00
2.520e+01 0.0 1.050e+00
2.571e+01 0.0 1.050e+00
2.622e+01 0.0 1.050e+00
2.674e+01 0.0 1.050e+00
2.728e+01 0.0 1.050e+00
2.782e+01 0.0 1.050e+00
2.838e+01 0.0 1.050e+00
2.895e+01 0.0 1.050e+00
2.953e+01 0.0 1.050e+00
3.012e+01 0.0 1.050e+00
3.072e+01 0.0 1.050e+00
3.133e+01 0.0 1.050e+00
3.196e+01 0.0 1.050e+00
3.260e+01 0.0 1.050e+00
3.325e+01 0.0 1.050e+00
3.392e+01 0.0 1.050e+00
3.460e+01 0.0 1.050e+00
3.529e+01 0.0 1.050e+00
3.599e+01 0.0 1.050e+00
3.671e+01 0.0 1.050e+00
3.745e+01 0.0 1.050e+00
3.820e+01 0.0 1.050e+00
3.896e+01 0.0 1.050e+00
3.974e+01 0.0 1.050e+00
4.053e+01 0.0 1.050e+00
4.135e+01 0.0 1.050e+00
4.217e+01 0.0 1.050e+00
4.302e+01 0.0 1.050e+00
4.388e+01 0.0 1.050e+00
4.475e+01 0.0 1.050e+00
4.565e+01 0.0 1.050e+00
4.656e+01 0.0 1.050e+00
4.749e+01 0.0 1.050e+00
4.844e+01 0.0 1.050e+00
4.941e+01 0.0 1.050e+00
5.040e+01 0.0 1.050e+00
5.141e+01 0.0 1.050e+00
5.244e+01 0.0 1.050e+00
5.348e+01 0.0 1.050e+00
5.455e+01 0.0 1.050e+00
5.565e+01 0.0 1.050e+00
5.676e+01 0.0 1.050e+00
5.789e+01 0.0 1.050e+00
5.905e+01 0.0 1.050e+00
6.023e+01 0.0 1.050e+00
6.144e+01 0.0 1.050e+00
6.267e+01 0.0 1.050e+00
6.392e+01 0.0 1.050e+00
6.520e+01 0.0 1.050e+00
6.650e+01 0.0 1.050e+00
6.783e+01 0.0 1.050e+00
6.919e+01 0.0 1.050e+00
7.057e+01 0.0 1.050e+00
7.198e+01 0.0 1.050e+00
7.342e+01 0.0 1.050e+00
7.489e+01 0.0 1.050e+00
7.639e+01 0.0 1.050e+00
7.792e+01 0.0 1.050e+00
7.948e+01 0.0 1.050e+00
8.107e+01 0.0 1.050e+00
8.269e+01 0.0 1.050e+00
8.434e+01 0.0 1.050e+00
8.603e+01 0.0 1.050e+00
8.775e+01 0.0 1.050e+00
8.950e+01 0.0 1.050e+00
9.129e+01 0.0 1.050e+00
9.312e+01 0.0 1.050e+00
9.498e+01 0.0 1.050e+00
9.688e+01 0.0 1.050e+00
9.882e+01 0.0 1.050e+00
1.008e+02 0.0 1.050e+00
