 t Vext Jext errJ Jint  G_frac QLFSL1 QLFSL2 QLFSL3 JphotoL1 JphotoL2 JphotoL3 JdirL1 JdirL2 JdirL3 JbulkElecL1 JbulkElecL2 JbulkElecL3 JbulkHolesL1 JbulkHolesL2 JbulkHolesL3 JintElecL1L2 JintElecL2L3 JintHolesL1L2 JintHolesL2L3 JminLeft JminRight JShunt Jnion Jpion JD
 0.0000000000000000E+000  0.0000000000000000E+000  6.4984229442913172E-006  4.5297623764998809E-006  6.4984229442913172E-006  1.0000000000000001E-001  1.3867571801435186E+000  1.6874231310187124E+000  1.3435810159016475E+000  0.0000000000000000E+000  2.2326967537981137E+001  0.0000000000000000E+000  1.2570648243202188E-037  2.1963586455286777E+001  5.9924784003985838E-031  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  4.8382761341209648E-012 -3.2621611503066800E-001  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000
 1.0000000000000000E-013  0.0000000000000000E+000 -2.4143920034733965E-002  2.8630065847503819E-004 -2.4143920034733965E-002  1.4999999999999999E-001  1.3867552366285225E+000  1.6874231310443495E+000  1.3435796953250068E+000  0.0000000000000000E+000  3.3490451306971714E+001  0.0000000000000000E+000  1.2570645537097657E-037  2.1963587511423430E+001  5.9924787092620968E-031  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  1.5432314213117873E-003 -1.0501728925615270E+001  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  1.6916373551796038E-005
 2.0200000000000000E-013  0.0000000000000000E+000 -2.2202719604783368E-002  3.8496588744608707E-004 -2.2202719604783368E-002  1.4999999999999999E-001  1.3867514553998384E+000  1.6874231310942960E+000  1.3435771237863166E+000  0.0000000000000000E+000  3.3490451306971714E+001  0.0000000000000000E+000  1.2570645532047024E-037  2.1963587560276835E+001  5.9924787111124230E-031  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  1.4044023141909561E-003 -9.5863519207849883E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  6.8226718862578737E-005
 3.0600000000000001E-013  0.0000000000000000E+000 -2.0399567348988644E-002  3.6112305426265327E-004 -2.0399567348988644E-002  1.4999999999999999E-001  1.3867459413840253E+000  1.6874231311673029E+000  1.3435733682123565E+000  0.0000000000000000E+000  3.3490451306971714E+001  0.0000000000000000E+000  1.2570645526227277E-037  2.1963587630765328E+001  5.9924787142635552E-031  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  1.2780622710047173E-003 -8.7533204570252057E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  1.5041449972013745E-004
 4.1220000000000000E-013  0.0000000000000000E+000 -1.8732494057912091E-002  3.0934253334407446E-004 -1.8732494057912091E-002  1.4999999999999999E-001  1.3867387851725712E+000  1.6874231312623713E+000  1.3435684837526549E+000  0.0000000000000000E+000  3.3490451306971714E+001  0.0000000000000000E+000  1.2570645521601183E-037  2.1963587721916230E+001  5.9924787192466015E-031  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  1.1630877714005894E-003 -7.9952259573516482E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  2.4996509132672239E-004
 5.2039999999999998E-013  0.0000000000000000E+000 -1.7205137736950871E-002  2.7935814206007931E-004 -1.7205137736950871E-002  1.4999999999999999E-001  1.3867301005020072E+000  1.6874231313782528E+000  1.3435625395919493E+000  0.0000000000000000E+000  3.3490451306971714E+001  0.0000000000000000E+000  1.2570645520684502E-037  2.1963587832630580E+001  5.9924787266848943E-031  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  1.0584563799282409E-003 -7.3053264745345885E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  3.4906482193546663E-004
 6.3080000000000000E-013  0.0000000000000000E+000 -1.5801151613583156E-002  2.6189098111494929E-004 -1.5801151613583156E-002  1.4999999999999999E-001  1.3867199710661431E+000  1.6874231315141512E+000  1.3435555826578085E+000  0.0000000000000000E+000  3.3490451306971714E+001  0.0000000000000000E+000  1.2570645526431562E-037  2.1963587962090813E+001  5.9924787372536152E-031  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  9.6323761798912768E-004 -6.6774864329944501E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  4.5119196756988498E-004
 7.4340000000000004E-013  0.0000000000000000E+000 -1.4496732000664677E-002  2.5403086704279474E-004 -1.4496732000664677E-002  1.4999999999999999E-001  1.3867084935525178E+000  1.6874231316691470E+000  1.3435476671956015E+000  0.0000000000000000E+000  3.3490451306971714E+001  0.0000000000000000E+000  1.2570645542338383E-037  2.1963588109467885E+001  5.9924787516447752E-031  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  8.7658474668105826E-004 -6.1061224791443571E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  5.6825995169876818E-004
 8.5829999999999999E-013  0.0000000000000000E+000 -1.3317622899895278E-002  2.5749630964060251E-004 -1.3317622899895278E-002  1.4999999999999999E-001  1.3866957530032162E+000  1.6874231318425281E+000  1.3435388379478939E+000  0.0000000000000000E+000  3.3490451306971714E+001  0.0000000000000000E+000  1.2570645572373036E-037  2.1963588274075835E+001  5.9924787705268648E-031  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  7.9772714948143691E-004 -5.5861532350884131E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  6.6418957943141163E-004
 9.7550000000000003E-013  0.0000000000000000E+000 -1.2235706918207856E-002  2.6243749185464324E-004 -1.2235706918207856E-002  1.4999999999999999E-001  1.3866818432504244E+000  1.6874231320335011E+000  1.3435291443855117E+000  0.0000000000000000E+000  3.3490451306971714E+001  0.0000000000000000E+000  1.2570645620988657E-037  2.1963588455183928E+001  5.9924787945007948E-031  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  7.2596357266568521E-004 -5.1129547272177307E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  7.5759830453998606E-004
 1.0950000000000001E-012  0.0000000000000000E+000 -1.1259373975080679E-002  2.6766646064817169E-004 -1.1259373975080679E-002  1.4999999999999999E-001  1.3866668575817129E+000  1.6874231322413222E+000  1.3435186344385563E+000  0.0000000000000000E+000  3.3490451306971714E+001  0.0000000000000000E+000  1.2570645693064856E-037  2.1963588652088855E+001  5.9924788240720389E-031  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  6.6065584120222746E-004 -4.6823189453676672E+000  0.0000000000000000E+000  0.0000000000000000E+000  0.0000000000000000E+000  8.3129171294927130E-004
