freq ReP ImP
1.035626e+01 1.098195e+01 -6.122804e-03
9.199632e+00 1.098195e+01 -5.438987e-03
8.163265e+00 1.098195e+01 -4.826269e-03
7.251632e+00 1.098195e+01 -4.287295e-03
6.439150e+00 1.098195e+01 -3.806941e-03
5.717553e+00 1.098195e+01 -3.380320e-03
5.076142e+00 1.098195e+01 -3.001106e-03
4.508566e+00 1.098195e+01 -2.665545e-03
4.003203e+00 1.098195e+01 -2.366765e-03
3.554924e+00 1.098195e+01 -2.101735e-03
3.156566e+00 1.098195e+01 -1.866218e-03
2.802691e+00 1.098195e+01 -1.657001e-03
2.488800e+00 1.098195e+01 -1.471424e-03
2.209945e+00 1.098195e+01 -1.306559e-03
1.962323e+00 1.098195e+01 -1.160161e-03
1.742768e+00 1.098195e+01 -1.030356e-03
1.547509e+00 1.098195e+01 -9.149147e-04
1.374004e+00 1.098195e+01 -8.123359e-04
1.220107e+00 1.098195e+01 -7.213496e-04
1.083424e+00 1.098195e+01 -6.405399e-04
9.624639e-01 1.098195e+01 -5.690263e-04
8.539710e-01 1.098195e+01 -5.048833e-04
7.587253e-01 1.098195e+01 -4.485721e-04
6.734007e-01 1.098195e+01 -3.981267e-04
5.980861e-01 1.098195e+01 -3.535996e-04
5.310674e-01 1.098195e+01 -3.139770e-04
4.716981e-01 1.098195e+01 -2.788766e-04
4.187605e-01 1.098195e+01 -2.475789e-04
3.718855e-01 1.098195e+01 -2.198656e-04
3.302510e-01 1.098195e+01 -1.952505e-04
2.932551e-01 1.098195e+01 -1.733777e-04
2.603489e-01 1.098195e+01 -1.539227e-04
2.312139e-01 1.098195e+01 -1.366976e-04
2.052967e-01 1.098195e+01 -1.213750e-04
1.823154e-01 1.098195e+01 -1.077880e-04
1.618909e-01 1.098195e+01 -9.571270e-05
1.437401e-01 1.098195e+01 -8.498159e-05
1.276324e-01 1.098195e+01 -7.545817e-05
1.133401e-01 1.098195e+01 -6.700835e-05
1.006441e-01 1.098195e+01 -5.950250e-05
8.936550e-02 1.098195e+01 -5.283484e-05
7.936508e-02 1.098195e+01 -4.692253e-05
7.047216e-02 1.098195e+01 -4.166487e-05
6.257822e-02 1.098195e+01 -3.699760e-05
5.555556e-02 1.098195e+01 -3.284577e-05
4.933399e-02 1.098195e+01 -2.916746e-05
4.380201e-02 1.098195e+01 -2.589669e-05
3.889537e-02 1.098195e+01 -2.299573e-05
3.454231e-02 1.098195e+01 -2.042203e-05
3.067485e-02 1.098195e+01 -1.813533e-05
2.724053e-02 1.098195e+01 -1.610479e-05
2.418380e-02 1.098195e+01 -1.429755e-05
2.147766e-02 1.098195e+01 -1.269789e-05
1.906941e-02 1.098195e+01 -1.127420e-05
1.693480e-02 1.098195e+01 -1.001235e-05
1.503759e-02 1.098195e+01 -8.890584e-06
1.335292e-02 1.098195e+01 -7.894704e-06
1.185677e-02 1.098195e+01 -7.010166e-06
1.052853e-02 1.098195e+01 -6.225045e-06
9.920635e-03 1.098195e+01 -5.865708e-06
