tau U offset_const cost_const
4.607969e-04 3.368900e-10 2.159377e-07 6.498926e-03
4.695568e-04 3.398151e-10 2.159377e-07 6.498926e-03
4.784831e-04 3.428900e-10 2.159377e-07 6.498926e-03
4.875792e-04 3.461187e-10 2.159377e-07 6.498926e-03
4.968482e-04 3.495051e-10 2.159377e-07 6.498926e-03
5.062934e-04 3.530538e-10 2.159377e-07 6.498926e-03
5.159181e-04 3.567693e-10 2.159377e-07 6.498926e-03
5.257258e-04 3.606564e-10 2.159377e-07 6.498926e-03
5.357199e-04 3.647202e-10 2.159377e-07 6.498926e-03
5.459041e-04 3.689660e-10 2.159377e-07 6.498926e-03
5.562818e-04 3.733994e-10 2.159377e-07 6.498926e-03
5.668568e-04 3.780262e-10 2.159377e-07 6.498926e-03
5.776329e-04 3.828527e-10 2.159377e-07 6.498926e-03
5.886138e-04 3.878853e-10 2.159377e-07 6.498926e-03
5.998035e-04 3.931309e-10 2.159377e-07 6.498926e-03
6.112058e-04 3.985965e-10 2.159377e-07 6.498926e-03
6.228250e-04 4.042897e-10 2.159377e-07 6.498926e-03
6.346650e-04 4.102183e-10 2.159377e-07 6.498926e-03
6.467301e-04 4.163906e-10 2.159377e-07 6.498926e-03
6.590245e-04 4.228153e-10 2.159377e-07 6.498926e-03
6.715527e-04 4.295014e-10 2.159377e-07 6.498926e-03
6.843191e-04 4.364586e-10 2.159377e-07 6.498926e-03
6.973281e-04 4.436968e-10 2.159377e-07 6.498926e-03
7.105844e-04 4.513510e-10 2.159377e-07 6.498926e-03
7.240928e-04 4.593509e-10 2.159377e-07 6.498926e-03
7.378579e-04 4.678267e-10 2.159377e-07 6.498926e-03
7.518847e-04 4.766767e-10 2.159377e-07 6.498926e-03
7.661782e-04 4.858800e-10 2.159377e-07 6.498926e-03
7.807434e-04 4.954510e-10 2.159377e-07 6.498926e-03
7.955855e-04 5.056097e-10 2.159377e-07 6.498926e-03
8.107097e-04 5.166163e-10 2.159377e-07 6.498926e-03
8.261215e-04 5.280641e-10 2.159377e-07 6.498926e-03
8.418262e-04 5.399721e-10 2.159377e-07 6.498926e-03
8.578295e-04 5.523601e-10 2.159377e-07 6.498926e-03
8.741370e-04 5.652491e-10 2.159377e-07 6.498926e-03
8.907545e-04 5.786609e-10 2.159377e-07 6.498926e-03
9.076879e-04 5.926189e-10 2.159377e-07 6.498926e-03
9.249432e-04 6.071473e-10 2.159377e-07 6.498926e-03
9.425265e-04 6.222718e-10 2.159377e-07 6.498926e-03
9.604442e-04 6.380195e-10 2.159377e-07 6.498926e-03
9.787024e-04 6.544188e-10 2.159377e-07 6.498926e-03
9.973077e-04 6.714997e-10 2.159377e-07 6.498926e-03
1.016267e-03 6.892940e-10 2.159377e-07 6.498926e-03
1.035586e-03 7.078350e-10 2.159377e-07 6.498926e-03
1.055273e-03 7.271578e-10 2.159377e-07 6.498926e-03
1.075334e-03 7.472997e-10 2.159377e-07 6.498926e-03
1.095776e-03 7.682997e-10 2.159377e-07 6.498926e-03
1.116607e-03 7.901993e-10 2.159377e-07 6.498926e-03
1.137834e-03 8.137408e-10 2.159377e-07 6.498926e-03
1.159464e-03 8.387210e-10 2.159377e-07 6.498926e-03
1.181506e-03 8.649419e-10 2.159377e-07 6.498926e-03
1.203967e-03 8.924926e-10 2.159377e-07 6.498926e-03
1.226854e-03 9.214994e-10 2.159377e-07 6.498926e-03
1.250177e-03 9.523038e-10 2.159377e-07 6.498926e-03
1.273943e-03 9.845758e-10 2.159377e-07 6.498926e-03
1.298161e-03 1.018323e-09 2.159377e-07 6.498926e-03
1.322839e-03 1.053624e-09 2.159377e-07 6.498926e-03
1.347987e-03 1.090559e-09 2.159377e-07 6.498926e-03
1.373612e-03 1.129315e-09 2.159377e-07 6.498926e-03
1.399725e-03 1.170106e-09 2.159377e-07 6.498926e-03
1.426334e-03 1.212824e-09 2.159377e-07 6.498926e-03
1.453449e-03 1.257574e-09 2.159377e-07 6.498926e-03
1.481079e-03 1.304465e-09 2.159377e-07 6.498926e-03
1.509235e-03 1.353747e-09 2.159377e-07 6.498926e-03
1.537925e-03 1.406015e-09 2.159377e-07 6.498926e-03
1.567162e-03 1.461472e-09 2.159377e-07 6.498926e-03
1.596954e-03 1.519668e-09 2.159377e-07 6.498926e-03
1.627312e-03 1.580757e-09 2.159377e-07 6.498926e-03
1.658248e-03 1.644904e-09 2.159377e-07 6.498926e-03
1.689771e-03 1.712282e-09 2.159377e-07 6.498926e-03
1.721894e-03 1.783075e-09 2.159377e-07 6.498926e-03
1.754628e-03 1.857479e-09 2.159377e-07 6.498926e-03
1.787983e-03 1.935703e-09 2.159377e-07 6.498926e-03
1.821973e-03 2.017968e-09 2.159377e-07 6.498926e-03
1.856609e-03 2.104509e-09 2.159377e-07 6.498926e-03
1.891904e-03 2.195575e-09 2.159377e-07 6.498926e-03
1.927869e-03 2.291431e-09 2.159377e-07 6.498926e-03
1.964518e-03 2.392359e-09 2.159377e-07 6.498926e-03
2.001864e-03 2.498659e-09 2.159377e-07 6.498926e-03
2.039920e-03 2.611065e-09 2.159377e-07 6.498926e-03
2.078699e-03 2.729769e-09 2.159377e-07 6.498926e-03
2.118216e-03 2.855111e-09 2.159377e-07 6.498926e-03
2.158484e-03 2.988337e-09 2.159377e-07 6.498926e-03
2.199517e-03 3.129298e-09 2.159377e-07 6.498926e-03
2.241330e-03 3.278119e-09 2.159377e-07 6.498926e-03
2.283938e-03 3.435494e-09 2.159377e-07 6.498926e-03
2.327356e-03 3.602289e-09 2.159377e-07 6.498926e-03
2.371600e-03 3.778796e-09 2.159377e-07 6.498926e-03
2.416684e-03 3.966259e-09 2.159377e-07 6.498926e-03
2.462626e-03 3.004633e-11 2.159377e-07 6.498926e-03
2.509441e-03 1.278971e-09 2.159377e-07 6.498926e-03
2.557146e-03 2.418251e-09 2.159377e-07 6.498926e-03
2.605758e-03 3.457044e-09 2.159377e-07 6.498926e-03
2.655294e-03 4.401788e-09 2.159377e-07 6.498926e-03
2.705771e-03 5.260148e-09 2.159377e-07 6.498926e-03
2.757208e-03 6.040147e-09 2.159377e-07 6.498926e-03
2.809623e-03 6.748950e-09 2.159377e-07 6.498926e-03
2.863035e-03 7.394944e-09 2.159377e-07 6.498926e-03
2.917462e-03 7.985819e-09 2.159377e-07 6.498926e-03
2.972923e-03 8.527524e-09 2.159377e-07 6.498926e-03
3.029439e-03 9.028060e-09 2.159377e-07 6.498926e-03
3.087029e-03 9.492618e-09 2.159377e-07 6.498926e-03
3.145714e-03 6.192740e-09 2.159377e-07 6.498926e-03
3.205515e-03 1.901548e-09 2.159377e-07 6.498926e-03
3.266452e-03 2.090455e-09 2.159377e-07 6.498926e-03
3.328548e-03 2.172745e-09 2.159377e-07 6.498926e-03
3.391825e-03 4.622483e-09 2.159377e-07 6.498926e-03
3.456304e-03 6.878580e-09 2.159377e-07 6.498926e-03
3.522009e-03 3.869064e-09 2.159377e-07 6.498926e-03
3.588963e-03 6.910569e-09 2.159377e-07 6.498926e-03
3.657190e-03 1.048484e-09 2.159377e-07 6.498926e-03
3.726714e-03 5.143246e-09 2.159377e-07 6.498926e-03
3.797559e-03 2.513779e-09 2.159377e-07 6.498926e-03
3.869751e-03 4.912595e-09 2.159377e-07 6.498926e-03
3.943316e-03 9.517129e-09 2.159377e-07 6.498926e-03
4.018279e-03 8.947445e-09 2.159377e-07 6.498926e-03
4.094667e-03 9.044846e-09 2.159377e-07 6.498926e-03
4.172508e-03 2.270560e-10 2.159377e-07 6.498926e-03
4.251828e-03 2.490987e-10 2.159377e-07 6.498926e-03
4.332656e-03 1.629609e-09 2.159377e-07 6.498926e-03
4.415021e-03 2.759733e-07 2.159377e-07 6.498926e-03
4.498951e-03 2.897153e-10 2.159377e-07 6.498926e-03
4.584477e-03 3.305934e-10 2.159377e-07 6.498926e-03
4.671629e-03 6.116914e-09 2.159377e-07 6.498926e-03
4.760437e-03 1.619864e-08 2.159377e-07 6.498926e-03
4.850934e-03 5.217931e-10 2.159377e-07 6.498926e-03
4.943151e-03 4.478274e-09 2.159377e-07 6.498926e-03
5.037122e-03 1.862878e-09 2.159377e-07 6.498926e-03
5.132878e-03 2.209331e-09 2.159377e-07 6.498926e-03
5.230455e-03 1.248132e-08 2.159377e-07 6.498926e-03
5.329887e-03 9.188126e-08 2.159377e-07 6.498926e-03
5.431209e-03 3.863564e-08 2.159377e-07 6.498926e-03
5.534458e-03 1.165571e-07 2.159377e-07 6.498926e-03
5.639669e-03 7.540430e-08 2.159377e-07 6.498926e-03
5.746880e-03 1.156648e-09 2.159377e-07 6.498926e-03
5.856129e-03 2.774367e-08 2.159377e-07 6.498926e-03
5.967455e-03 7.876190e-08 2.159377e-07 6.498926e-03
6.080898e-03 3.332739e-08 2.159377e-07 6.498926e-03
6.196497e-03 3.594129e-09 2.159377e-07 6.498926e-03
6.314293e-03 3.268375e-08 2.159377e-07 6.498926e-03
6.434329e-03 9.975750e-08 2.159377e-07 6.498926e-03
6.556647e-03 2.821427e-07 2.159377e-07 6.498926e-03
6.681290e-03 1.910702e-07 2.159377e-07 6.498926e-03
6.808303e-03 8.090409e-08 2.159377e-07 6.498926e-03
6.937730e-03 2.284101e-07 2.159377e-07 6.498926e-03
7.069617e-03 2.281334e-07 2.159377e-07 6.498926e-03
7.204012e-03 4.764921e-08 2.159377e-07 6.498926e-03
7.340962e-03 1.487975e-07 2.159377e-07 6.498926e-03
7.480515e-03 1.392839e-07 2.159377e-07 6.498926e-03
7.622721e-03 1.427963e-07 2.159377e-07 6.498926e-03
7.767630e-03 2.696959e-06 2.159377e-07 6.498926e-03
7.915294e-03 9.170648e-06 2.159377e-07 6.498926e-03
8.065765e-03 1.304692e-05 2.159377e-07 6.498926e-03
8.219097e-03 1.643669e-08 2.159377e-07 6.498926e-03
8.375344e-03 3.970287e-05 2.159377e-07 6.498926e-03
8.534561e-03 4.703567e-08 2.159377e-07 6.498926e-03
8.696804e-03 1.379325e-06 2.159377e-07 6.498926e-03
8.862132e-03 5.710483e-08 2.159377e-07 6.498926e-03
9.030603e-03 1.572695e-07 2.159377e-07 6.498926e-03
9.202276e-03 3.346500e-08 2.159377e-07 6.498926e-03
9.377213e-03 3.164406e-01 2.159377e-07 6.498926e-03
9.555476e-03 1.305677e-01 2.159377e-07 6.498926e-03
9.737127e-03 7.452389e-06 2.159377e-07 6.498926e-03
9.922232e-03 5.550280e-06 2.159377e-07 6.498926e-03
1.011086e-02 9.127053e-08 2.159377e-07 6.498926e-03
1.030306e-02 6.271044e-08 2.159377e-07 6.498926e-03
1.049893e-02 9.821342e-09 2.159377e-07 6.498926e-03
1.069851e-02 1.190517e-08 2.159377e-07 6.498926e-03
1.090190e-02 3.253295e-05 2.159377e-07 6.498926e-03
1.110914e-02 1.480613e-05 2.159377e-07 6.498926e-03
1.132033e-02 1.933413e-07 2.159377e-07 6.498926e-03
1.153553e-02 3.799697e-06 2.159377e-07 6.498926e-03
1.175482e-02 5.250828e-05 2.159377e-07 6.498926e-03
1.197828e-02 2.395615e-06 2.159377e-07 6.498926e-03
1.220599e-02 3.042853e-08 2.159377e-07 6.498926e-03
1.243803e-02 5.711611e-07 2.159377e-07 6.498926e-03
1.267448e-02 9.792206e-07 2.159377e-07 6.498926e-03
1.291543e-02 8.013026e-07 2.159377e-07 6.498926e-03
1.316095e-02 5.973863e-07 2.159377e-07 6.498926e-03
1.341114e-02 4.865819e-07 2.159377e-07 6.498926e-03
1.366609e-02 3.736245e-07 2.159377e-07 6.498926e-03
1.392589e-02 2.151357e-07 2.159377e-07 6.498926e-03
1.419062e-02 7.609578e-08 2.159377e-07 6.498926e-03
1.446039e-02 4.308454e-07 2.159377e-07 6.498926e-03
1.473528e-02 3.323614e-07 2.159377e-07 6.498926e-03
1.501540e-02 2.997764e-07 2.159377e-07 6.498926e-03
1.530085e-02 2.363151e-07 2.159377e-07 6.498926e-03
1.559172e-02 2.248911e-07 2.159377e-07 6.498926e-03
1.588812e-02 1.943422e-07 2.159377e-07 6.498926e-03
1.619016e-02 1.668359e-07 2.159377e-07 6.498926e-03
1.649793e-02 1.614199e-07 2.159377e-07 6.498926e-03
1.681156e-02 1.653706e-07 2.159377e-07 6.498926e-03
1.713115e-02 1.446854e-07 2.159377e-07 6.498926e-03
1.745682e-02 1.250685e-07 2.159377e-07 6.498926e-03
1.778868e-02 1.094051e-07 2.159377e-07 6.498926e-03
1.812684e-02 9.581947e-08 2.159377e-07 6.498926e-03
1.847144e-02 8.398407e-08 2.159377e-07 6.498926e-03
1.882258e-02 7.363540e-08 2.159377e-07 6.498926e-03
1.918041e-02 6.454240e-08 2.159377e-07 6.498926e-03
1.954503e-02 5.651759e-08 2.159377e-07 6.498926e-03
1.991658e-02 4.938952e-08 2.159377e-07 6.498926e-03
2.029520e-02 4.302198e-08 2.159377e-07 6.498926e-03
2.068102e-02 3.729777e-08 2.159377e-07 6.498926e-03
2.107417e-02 3.211588e-08 2.159377e-07 6.498926e-03
2.147479e-02 2.739325e-08 2.159377e-07 6.498926e-03
2.188303e-02 2.305958e-08 2.159377e-07 6.498926e-03
2.229903e-02 1.907123e-08 2.159377e-07 6.498926e-03
2.272294e-02 1.771956e-08 2.159377e-07 6.498926e-03
2.315491e-02 1.458668e-08 2.159377e-07 6.498926e-03
2.359509e-02 1.164430e-08 2.159377e-07 6.498926e-03
2.404363e-02 8.858342e-09 2.159377e-07 6.498926e-03
2.450071e-02 1.073079e-08 2.159377e-07 6.498926e-03
2.496647e-02 9.053366e-09 2.159377e-07 6.498926e-03
2.544109e-02 7.519413e-09 2.159377e-07 6.498926e-03
2.592473e-02 6.530860e-09 2.159377e-07 6.498926e-03
2.641756e-02 7.307048e-09 2.159377e-07 6.498926e-03
2.691976e-02 6.861648e-09 2.159377e-07 6.498926e-03
2.743151e-02 6.447882e-09 2.159377e-07 6.498926e-03
2.795299e-02 7.145997e-09 2.159377e-07 6.498926e-03
2.848438e-02 6.906629e-09 2.159377e-07 6.498926e-03
2.902588e-02 6.683991e-09 2.159377e-07 6.498926e-03
2.957767e-02 6.475558e-09 2.159377e-07 6.498926e-03
3.013994e-02 6.279108e-09 2.159377e-07 6.498926e-03
3.071291e-02 6.092744e-09 2.159377e-07 6.498926e-03
3.129677e-02 5.914880e-09 2.159377e-07 6.498926e-03
3.189172e-02 5.744164e-09 2.159377e-07 6.498926e-03
3.249799e-02 5.630509e-09 2.159377e-07 6.498926e-03
3.311578e-02 5.488622e-09 2.159377e-07 6.498926e-03
3.374532e-02 5.351046e-09 2.159377e-07 6.498926e-03
3.438683e-02 5.216551e-09 2.159377e-07 6.498926e-03
3.504053e-02 5.084523e-09 2.159377e-07 6.498926e-03
3.570665e-02 4.954427e-09 2.159377e-07 6.498926e-03
3.638544e-02 4.825788e-09 2.159377e-07 6.498926e-03
3.707714e-02 4.698159e-09 2.159377e-07 6.498926e-03
3.778198e-02 4.571084e-09 2.159377e-07 6.498926e-03
3.850022e-02 4.444044e-09 2.159377e-07 6.498926e-03
3.923212e-02 4.316350e-09 2.159377e-07 6.498926e-03
3.997793e-02 4.040151e-09 2.159377e-07 6.498926e-03
4.073792e-02 3.878789e-09 2.159377e-07 6.498926e-03
4.151235e-02 3.712896e-09 2.159377e-07 6.498926e-03
4.230151e-02 3.534194e-09 2.159377e-07 6.498926e-03
4.310567e-02 3.317308e-09 2.159377e-07 6.498926e-03
4.392512e-02 2.926226e-09 2.159377e-07 6.498926e-03
4.476014e-02 8.643129e-09 2.159377e-07 6.498926e-03
4.561104e-02 3.584137e-09 2.159377e-07 6.498926e-03
4.647812e-02 3.260652e-09 2.159377e-07 6.498926e-03
4.736167e-02 3.070239e-09 2.159377e-07 6.498926e-03
4.826203e-02 2.932122e-09 2.159377e-07 6.498926e-03
4.917950e-02 2.821600e-09 2.159377e-07 6.498926e-03
5.011441e-02 2.720054e-09 2.159377e-07 6.498926e-03
5.106710e-02 2.624503e-09 2.159377e-07 6.498926e-03
5.203789e-02 2.533476e-09 2.159377e-07 6.498926e-03
5.302714e-02 2.446167e-09 2.159377e-07 6.498926e-03
5.403520e-02 2.362111e-09 2.159377e-07 6.498926e-03
5.506242e-02 2.281020e-09 2.159377e-07 6.498926e-03
5.610916e-02 2.202725e-09 2.159377e-07 6.498926e-03
5.717581e-02 2.127109e-09 2.159377e-07 6.498926e-03
5.826273e-02 2.055064e-09 2.159377e-07 6.498926e-03
5.937032e-02 1.987003e-09 2.159377e-07 6.498926e-03
6.049896e-02 1.921434e-09 2.159377e-07 6.498926e-03
6.164905e-02 1.858351e-09 2.159377e-07 6.498926e-03
6.282101e-02 1.797758e-09 2.159377e-07 6.498926e-03
6.401525e-02 1.739665e-09 2.159377e-07 6.498926e-03
6.523220e-02 1.684084e-09 2.159377e-07 6.498926e-03
6.647227e-02 1.631037e-09 2.159377e-07 6.498926e-03
6.773592e-02 1.580543e-09 2.159377e-07 6.498926e-03
6.902360e-02 1.532627e-09 2.159377e-07 6.498926e-03
7.033575e-02 1.487318e-09 2.159377e-07 6.498926e-03
7.167284e-02 1.444646e-09 2.159377e-07 6.498926e-03
7.303536e-02 1.404645e-09 2.159377e-07 6.498926e-03
7.442377e-02 1.367349e-09 2.159377e-07 6.498926e-03
7.583858e-02 1.332800e-09 2.159377e-07 6.498926e-03
7.728029e-02 1.301040e-09 2.159377e-07 6.498926e-03
7.874940e-02 1.272118e-09 2.159377e-07 6.498926e-03
8.024644e-02 1.246082e-09 2.159377e-07 6.498926e-03
8.177194e-02 1.222988e-09 2.159377e-07 6.498926e-03
8.332644e-02 1.202895e-09 2.159377e-07 6.498926e-03
8.491049e-02 1.185868e-09 2.159377e-07 6.498926e-03
8.652466e-02 1.171977e-09 2.159377e-07 6.498926e-03
8.816951e-02 1.161294e-09 2.159377e-07 6.498926e-03
8.984563e-02 1.153902e-09 2.159377e-07 6.498926e-03
9.155361e-02 1.149886e-09 2.159377e-07 6.498926e-03
9.329406e-02 1.149336e-09 2.159377e-07 6.498926e-03
9.506760e-02 1.152353e-09 2.159377e-07 6.498926e-03
9.687485e-02 1.159042e-09 2.159377e-07 6.498926e-03
9.871646e-02 1.169514e-09 2.159377e-07 6.498926e-03
1.005931e-01 1.183888e-09 2.159377e-07 6.498926e-03
1.025054e-01 1.202288e-09 2.159377e-07 6.498926e-03
1.044540e-01 1.224847e-09 2.159377e-07 6.498926e-03
1.064397e-01 1.251705e-09 2.159377e-07 6.498926e-03
1.084631e-01 1.283009e-09 2.159377e-07 6.498926e-03
1.105251e-01 1.318909e-09 2.159377e-07 6.498926e-03
1.126262e-01 1.359566e-09 2.159377e-07 6.498926e-03
1.147672e-01 1.405144e-09 2.159377e-07 6.498926e-03
1.169489e-01 1.455814e-09 2.159377e-07 6.498926e-03
1.191722e-01 1.511751e-09 2.159377e-07 6.498926e-03
1.214377e-01 1.573133e-09 2.159377e-07 6.498926e-03
1.237462e-01 1.640144e-09 2.159377e-07 6.498926e-03
1.260986e-01 1.712970e-09 2.159377e-07 6.498926e-03
1.284958e-01 2.022465e-09 2.159377e-07 6.498926e-03
1.309385e-01 2.107433e-09 2.159377e-07 6.498926e-03
1.334277e-01 2.198587e-09 2.159377e-07 6.498926e-03
1.359642e-01 2.297216e-09 2.159377e-07 6.498926e-03
1.385489e-01 2.402466e-09 2.159377e-07 6.498926e-03
1.411827e-01 2.514176e-09 2.159377e-07 6.498926e-03
1.438666e-01 2.632360e-09 2.159377e-07 6.498926e-03
1.466016e-01 2.756995e-09 2.159377e-07 6.498926e-03
1.493885e-01 2.889734e-09 2.159377e-07 6.498926e-03
1.522284e-01 3.029079e-09 2.159377e-07 6.498926e-03
1.551223e-01 3.174601e-09 2.159377e-07 6.498926e-03
1.580712e-01 3.326011e-09 2.159377e-07 6.498926e-03
1.610762e-01 3.482934e-09 2.159377e-07 6.498926e-03
1.641382e-01 3.644864e-09 2.159377e-07 6.498926e-03
1.672585e-01 3.811153e-09 2.159377e-07 6.498926e-03
1.704382e-01 3.980974e-09 2.159377e-07 6.498926e-03
1.736782e-01 4.153299e-09 2.159377e-07 6.498926e-03
1.769799e-01 4.328971e-09 2.159377e-07 6.498926e-03
1.803443e-01 4.364220e-09 2.159377e-07 6.498926e-03
1.837727e-01 4.553903e-09 2.159377e-07 6.498926e-03
1.872662e-01 4.531788e-09 2.159377e-07 6.498926e-03
1.908262e-01 4.747042e-09 2.159377e-07 6.498926e-03
1.944538e-01 4.951576e-09 2.159377e-07 6.498926e-03
1.981504e-01 5.141397e-09 2.159377e-07 6.498926e-03
2.019173e-01 5.311743e-09 2.159377e-07 6.498926e-03
2.057558e-01 5.456891e-09 2.159377e-07 6.498926e-03
2.096673e-01 5.570019e-09 2.159377e-07 6.498926e-03
2.136531e-01 5.643601e-09 2.159377e-07 6.498926e-03
2.177147e-01 5.667523e-09 2.159377e-07 6.498926e-03
2.218535e-01 5.630090e-09 2.159377e-07 6.498926e-03
2.260709e-01 5.517521e-09 2.159377e-07 6.498926e-03
2.303686e-01 5.315425e-09 2.159377e-07 6.498926e-03
2.347479e-01 5.002371e-09 2.159377e-07 6.498926e-03
2.392105e-01 7.052921e-09 2.159377e-07 6.498926e-03
2.437580e-01 7.364289e-09 2.159377e-07 6.498926e-03
2.483919e-01 7.687144e-09 2.159377e-07 6.498926e-03
2.531138e-01 7.292016e-09 2.159377e-07 6.498926e-03
2.579256e-01 7.688526e-09 2.159377e-07 6.498926e-03
2.628288e-01 8.101800e-09 2.159377e-07 6.498926e-03
2.678252e-01 8.557175e-09 2.159377e-07 6.498926e-03
2.729166e-01 9.059033e-09 2.159377e-07 6.498926e-03
2.781048e-01 8.557366e-09 2.159377e-07 6.498926e-03
2.833916e-01 9.290593e-09 2.159377e-07 6.498926e-03
2.887790e-01 7.564657e-09 2.159377e-07 6.498926e-03
2.942687e-01 8.676463e-09 2.159377e-07 6.498926e-03
2.998628e-01 2.574824e-09 2.159377e-07 6.498926e-03
3.055633e-01 1.382199e-09 2.159377e-07 6.498926e-03
3.113721e-01 4.116857e-09 2.159377e-07 6.498926e-03
3.172913e-01 6.952438e-09 2.159377e-07 6.498926e-03
3.233231e-01 9.917357e-09 2.159377e-07 6.498926e-03
3.294695e-01 5.153650e-09 2.159377e-07 6.498926e-03
3.357328e-01 6.224885e-09 2.159377e-07 6.498926e-03
3.421152e-01 1.126507e-08 2.159377e-07 6.498926e-03
3.486188e-01 1.655306e-08 2.159377e-07 6.498926e-03
3.552461e-01 2.214707e-08 2.159377e-07 6.498926e-03
3.619994e-01 2.811939e-08 2.159377e-07 6.498926e-03
3.688811e-01 3.455905e-08 2.159377e-07 6.498926e-03
3.758936e-01 4.157212e-08 2.159377e-07 6.498926e-03
3.830394e-01 2.469160e-08 2.159377e-07 6.498926e-03
3.903211e-01 3.672065e-08 2.159377e-07 6.498926e-03
3.977411e-01 4.993077e-08 2.159377e-07 6.498926e-03
4.053023e-01 6.454644e-08 2.159377e-07 6.498926e-03
4.130072e-01 8.099973e-08 2.159377e-07 6.498926e-03
4.208585e-01 6.850100e-08 2.159377e-07 6.498926e-03
4.288591e-01 9.263632e-08 2.159377e-07 6.498926e-03
4.370118e-01 1.067861e-07 2.159377e-07 6.498926e-03
4.453195e-01 1.077671e-07 2.159377e-07 6.498926e-03
4.537851e-01 1.309125e-07 2.159377e-07 6.498926e-03
4.624116e-01 1.786587e-07 2.159377e-07 6.498926e-03
4.712021e-01 2.195984e-07 2.159377e-07 6.498926e-03
4.801598e-01 2.826197e-07 2.159377e-07 6.498926e-03
4.892877e-01 3.182455e-07 2.159377e-07 6.498926e-03
4.985892e-01 3.664963e-07 2.159377e-07 6.498926e-03
5.080674e-01 3.198493e-07 2.159377e-07 6.498926e-03
5.177259e-01 3.235639e-07 2.159377e-07 6.498926e-03
5.275680e-01 2.941246e-07 2.159377e-07 6.498926e-03
5.375971e-01 3.614926e-07 2.159377e-07 6.498926e-03
5.478169e-01 6.417609e-07 2.159377e-07 6.498926e-03
5.582311e-01 8.397498e-07 2.159377e-07 6.498926e-03
5.688431e-01 1.021441e-06 2.159377e-07 6.498926e-03
5.796569e-01 1.276994e-06 2.159377e-07 6.498926e-03
5.906763e-01 1.728994e-06 2.159377e-07 6.498926e-03
6.019052e-01 2.186279e-06 2.159377e-07 6.498926e-03
6.133475e-01 2.055218e-06 2.159377e-07 6.498926e-03
6.250074e-01 3.582064e-06 2.159377e-07 6.498926e-03
6.368889e-01 1.829050e-06 2.159377e-07 6.498926e-03
6.489963e-01 2.941791e-06 2.159377e-07 6.498926e-03
6.613338e-01 3.733304e-06 2.159377e-07 6.498926e-03
6.739059e-01 4.791147e-06 2.159377e-07 6.498926e-03
6.867170e-01 6.424181e-06 2.159377e-07 6.498926e-03
6.997716e-01 8.182703e-06 2.159377e-07 6.498926e-03
7.130744e-01 3.819108e-08 2.159377e-07 6.498926e-03
7.266301e-01 5.672760e-06 2.159377e-07 6.498926e-03
7.404434e-01 1.654834e-06 2.159377e-07 6.498926e-03
7.545194e-01 1.437698e-06 2.159377e-07 6.498926e-03
7.688630e-01 9.535008e-08 2.159377e-07 6.498926e-03
7.834792e-01 4.563343e-05 2.159377e-07 6.498926e-03
7.983733e-01 3.985152e-05 2.159377e-07 6.498926e-03
8.135505e-01 7.833379e-04 2.159377e-07 6.498926e-03
8.290162e-01 6.013581e-08 2.159377e-07 6.498926e-03
8.447760e-01 1.506771e-05 2.159377e-07 6.498926e-03
8.608354e-01 2.393657e-03 2.159377e-07 6.498926e-03
8.772000e-01 1.101148e-01 2.159377e-07 6.498926e-03
8.938757e-01 1.384129e-01 2.159377e-07 6.498926e-03
9.108685e-01 1.514200e-06 2.159377e-07 6.498926e-03
9.281843e-01 4.748274e-04 2.159377e-07 6.498926e-03
9.458292e-01 1.530965e-07 2.159377e-07 6.498926e-03
9.638096e-01 2.170504e-07 2.159377e-07 6.498926e-03
9.821318e-01 8.871043e-08 2.159377e-07 6.498926e-03
1.000802e+00 6.265666e-08 2.159377e-07 6.498926e-03
1.019828e+00 2.615646e-09 2.159377e-07 6.498926e-03
1.039215e+00 3.935965e-05 2.159377e-07 6.498926e-03
1.058971e+00 3.374336e-07 2.159377e-07 6.498926e-03
1.079102e+00 2.501957e-05 2.159377e-07 6.498926e-03
1.099616e+00 9.340792e-05 2.159377e-07 6.498926e-03
1.120520e+00 1.837160e-07 2.159377e-07 6.498926e-03
1.141821e+00 6.942033e-06 2.159377e-07 6.498926e-03
1.163527e+00 3.005060e-06 2.159377e-07 6.498926e-03
1.185646e+00 2.771191e-06 2.159377e-07 6.498926e-03
1.208185e+00 1.659532e-06 2.159377e-07 6.498926e-03
1.231153e+00 1.572454e-06 2.159377e-07 6.498926e-03
1.254558e+00 1.149566e-07 2.159377e-07 6.498926e-03
1.278407e+00 5.891645e-06 2.159377e-07 6.498926e-03
1.302710e+00 2.000289e-06 2.159377e-07 6.498926e-03
1.327475e+00 2.558381e-07 2.159377e-07 6.498926e-03
1.352710e+00 2.379203e-06 2.159377e-07 6.498926e-03
1.378425e+00 6.798899e-07 2.159377e-07 6.498926e-03
1.404629e+00 1.155237e-07 2.159377e-07 6.498926e-03
1.431332e+00 1.336945e-07 2.159377e-07 6.498926e-03
1.458542e+00 1.691941e-07 2.159377e-07 6.498926e-03
1.486269e+00 1.523056e-07 2.159377e-07 6.498926e-03
1.514523e+00 2.653351e-07 2.159377e-07 6.498926e-03
1.543314e+00 1.253186e-07 2.159377e-07 6.498926e-03
1.572653e+00 1.589369e-07 2.159377e-07 6.498926e-03
1.602550e+00 1.329782e-07 2.159377e-07 6.498926e-03
1.633014e+00 1.756028e-07 2.159377e-07 6.498926e-03
1.664058e+00 1.285243e-07 2.159377e-07 6.498926e-03
1.695692e+00 1.082131e-07 2.159377e-07 6.498926e-03
