tau U offset_const cost_const
1.727928e+00 2.030174e-07 2.159377e-07 6.498926e-03
1.760776e+00 1.636579e-07 2.159377e-07 6.498926e-03
1.794249e+00 1.172865e-07 2.159377e-07 6.498926e-03
1.828358e+00 8.777087e-08 2.159377e-07 6.498926e-03
1.863115e+00 9.084922e-08 2.159377e-07 6.498926e-03
1.898533e+00 6.015703e-08 2.159377e-07 6.498926e-03
1.934625e+00 2.731494e-08 2.159377e-07 6.498926e-03
1.971402e+00 2.818890e-08 2.159377e-07 6.498926e-03
2.008879e+00 1.051354e-09 2.159377e-07 6.498926e-03
2.047068e+00 5.625185e-10 2.159377e-07 6.498926e-03
2.085983e+00 5.595270e-09 2.159377e-07 6.498926e-03
2.125638e+00 1.129482e-08 2.159377e-07 6.498926e-03
2.166047e+00 2.957728e-08 2.159377e-07 6.498926e-03
2.207224e+00 1.693210e-08 2.159377e-07 6.498926e-03
2.249184e+00 2.030247e-08 2.159377e-07 6.498926e-03
2.291941e+00 1.117596e-08 2.159377e-07 6.498926e-03
2.335511e+00 8.950930e-09 2.159377e-07 6.498926e-03
2.379910e+00 1.052498e-08 2.159377e-07 6.498926e-03
2.425152e+00 1.324393e-08 2.159377e-07 6.498926e-03
2.471255e+00 4.004082e-09 2.159377e-07 6.498926e-03
2.518234e+00 1.812220e-08 2.159377e-07 6.498926e-03
2.566106e+00 1.119116e-08 2.159377e-07 6.498926e-03
2.614888e+00 3.852018e-09 2.159377e-07 6.498926e-03
2.664598e+00 5.186892e-09 2.159377e-07 6.498926e-03
2.715252e+00 4.819921e-09 2.159377e-07 6.498926e-03
2.766870e+00 4.019766e-09 2.159377e-07 6.498926e-03
2.819469e+00 1.080933e-08 2.159377e-07 6.498926e-03
2.873067e+00 7.810893e-09 2.159377e-07 6.498926e-03
2.927685e+00 4.737420e-09 2.159377e-07 6.498926e-03
2.983341e+00 1.586473e-09 2.159377e-07 6.498926e-03
3.040054e+00 2.775303e-09 2.159377e-07 6.498926e-03
3.097846e+00 5.409276e-09 2.159377e-07 6.498926e-03
3.156737e+00 3.380218e-09 2.159377e-07 6.498926e-03
3.216747e+00 1.290683e-09 2.159377e-07 6.498926e-03
3.277898e+00 2.843167e-09 2.159377e-07 6.498926e-03
3.340212e+00 1.184201e-09 2.159377e-07 6.498926e-03
3.403710e+00 2.395961e-09 2.159377e-07 6.498926e-03
3.468415e+00 1.068703e-09 2.159377e-07 6.498926e-03
3.534350e+00 7.155775e-09 2.159377e-07 6.498926e-03
3.601539e+00 6.759594e-09 2.159377e-07 6.498926e-03
3.670005e+00 6.368300e-09 2.159377e-07 6.498926e-03
3.739772e+00 5.989286e-09 2.159377e-07 6.498926e-03
3.810866e+00 5.615059e-09 2.159377e-07 6.498926e-03
3.883311e+00 5.240533e-09 2.159377e-07 6.498926e-03
3.957134e+00 4.865856e-09 2.159377e-07 6.498926e-03
4.032360e+00 4.489833e-09 2.159377e-07 6.498926e-03
4.109015e+00 4.109508e-09 2.159377e-07 6.498926e-03
4.187129e+00 3.723766e-09 2.159377e-07 6.498926e-03
4.266727e+00 3.332037e-09 2.159377e-07 6.498926e-03
4.347838e+00 2.935102e-09 2.159377e-07 6.498926e-03
4.430491e+00 2.531482e-09 2.159377e-07 6.498926e-03
4.514716e+00 2.120566e-09 2.159377e-07 6.498926e-03
4.600541e+00 1.702409e-09 2.159377e-07 6.498926e-03
4.687998e+00 3.132476e-09 2.159377e-07 6.498926e-03
4.777118e+00 2.996310e-09 2.159377e-07 6.498926e-03
4.867932e+00 2.865793e-09 2.159377e-07 6.498926e-03
4.960472e+00 2.740463e-09 2.159377e-07 6.498926e-03
5.054772e+00 2.619903e-09 2.159377e-07 6.498926e-03
5.150864e+00 2.503687e-09 2.159377e-07 6.498926e-03
5.248783e+00 2.391450e-09 2.159377e-07 6.498926e-03
5.348563e+00 2.282852e-09 2.159377e-07 6.498926e-03
5.450241e+00 2.170295e-09 2.159377e-07 6.498926e-03
5.553851e+00 2.076311e-09 2.159377e-07 6.498926e-03
5.659430e+00 1.986503e-09 2.159377e-07 6.498926e-03
5.767017e+00 1.903485e-09 2.159377e-07 6.498926e-03
5.876649e+00 1.826629e-09 2.159377e-07 6.498926e-03
5.988365e+00 1.752953e-09 2.159377e-07 6.498926e-03
6.102205e+00 1.682291e-09 2.159377e-07 6.498926e-03
6.218210e+00 1.615922e-09 2.159377e-07 6.498926e-03
6.336419e+00 1.555009e-09 2.159377e-07 6.498926e-03
6.456875e+00 1.500217e-09 2.159377e-07 6.498926e-03
6.579622e+00 1.448066e-09 2.159377e-07 6.498926e-03
6.704702e+00 1.397994e-09 2.159377e-07 6.498926e-03
6.832159e+00 1.349897e-09 2.159377e-07 6.498926e-03
6.962040e+00 1.306437e-09 2.159377e-07 6.498926e-03
7.094390e+00 1.265941e-09 2.159377e-07 6.498926e-03
7.229255e+00 1.227060e-09 2.159377e-07 6.498926e-03
7.366685e+00 1.189716e-09 2.159377e-07 6.498926e-03
7.506727e+00 1.153836e-09 2.159377e-07 6.498926e-03
7.649431e+00 1.119349e-09 2.159377e-07 6.498926e-03
7.794848e+00 1.086190e-09 2.159377e-07 6.498926e-03
7.943030e+00 1.054296e-09 2.159377e-07 6.498926e-03
8.094028e+00 1.024181e-09 2.159377e-07 6.498926e-03
8.247897e+00 9.957562e-10 2.159377e-07 6.498926e-03
8.404691e+00 9.683905e-10 2.159377e-07 6.498926e-03
8.564466e+00 9.420354e-10 2.159377e-07 6.498926e-03
8.727278e+00 9.166455e-10 2.159377e-07 6.498926e-03
8.893185e+00 8.921778e-10 2.159377e-07 6.498926e-03
9.062247e+00 8.685914e-10 2.159377e-07 6.498926e-03
9.234522e+00 8.458477e-10 2.159377e-07 6.498926e-03
9.410072e+00 8.239100e-10 2.159377e-07 6.498926e-03
9.588959e+00 8.033357e-10 2.159377e-07 6.498926e-03
9.771247e+00 7.850538e-10 2.159377e-07 6.498926e-03
9.957000e+00 7.673977e-10 2.159377e-07 6.498926e-03
